cluster,FEPA
Cd1Cr1N2-,-2.7477
Cd1Cr1O2-,-3.0211
Cd1Cr1S1C1+,-2.6122
Cd1Cr1S1N1+,-2.0520
Cd1Cr1S2-,-2.1948
Cd1Fe1N1C1+,-3.3549
Cd1Fe1O1C1+,-3.6878
Cd1Fe1O1N1+,-2.7819
Cd1Fe1S1C1+,-3.0307
Cd1Fe1S1N1+,-2.4876
Cd1Fe1S1O1+,-2.5061
Cd1Mn1N1C1+,-3.0967
Cd1Mn1O1C1+,-3.2314
Cd1Mn1O1N1+,-2.4926
Cd1Mn1S1C1+,-2.5923
Cd1Mn1S1N1+,-2.2095
Cd1Mo1C1-,-2.0483
Cd1Mo1N1-,-2.2572
Cd1Mo1O1-,-2.1792
Cd1Mo1S1-,-1.4766
Cd1Nb1C1-,-2.1915
Cd1Nb1N1C1,-3.2502
Cd1Nb1N1-,-2.5593
Cd1Nb1O1-,-2.7764
Cd1Ni1N1C1+,-3.3347
Cd1Ni1O1C1+,-3.6518
Cd1Ni1O1N1+,-2.8092
Cd1Ni1S1C1+,-2.9717
Cd1Ni1S1N1+,-2.4643
Cd1Ni1S1+,-1.7930
Cd1Pd1C1-,-1.7059
Cd1Pd1N1-,-1.4938
Cd1Pd1O1-,-1.6280
Cd1Pd1S1-,-1.4207
Cd1Rh1C1-,-2.3053
Cd1Rh1N1-,-1.7421
Cd1Rh1O1-,-1.9145
Cd1Rh1S1-,-1.5256
Cd1Ru1C1-,-2.4153
Cd1Ru1N1-,-2.2166
Cd1Ru1O1-,-2.0462
Cd1Ru1S1-,-1.5454
Cd1Sc1N2-,-2.9947
Cd1Tc1C1-,-2.3640
Cd1Tc1N1-,-2.3484
Cd1Tc1N2,-2.6826
Cd1Tc1O1-,-2.1873
Cd1Tc1S1-,-1.5688
Cd1Ti1C2-,-3.2832
Cd1Ti1N2-,-3.1083
Cd1Ti1O2-,-3.6834
Cd1Ti1S2-,-2.7545
Cd1V1C2-,-3.1781
Cd1V1N1C1+,-3.1438
Cd1V1N2-,-2.9402
Cd1V1O1C1+,-3.3494
Cd1V1O2-,-3.5233
Cd1V1S1N1+,-2.4241
Cd1V1S1O1+,-2.7624
Co1Cr1C2-,-3.6594
Co1Cr1N1C1+,-3.9284
Co1Cr1N2-,-3.4601
Co1Cr1O1N1+,-3.1793
Co1Cr1S1C1+,-3.2697
Co1Cr1S1N1+,-2.9477
Co1Cr1S2-,-3.0457
Co1Fe1N1C1+,-3.8568
Co1Fe1O1C1+,-3.9431
Co1Fe1O1N1+,-3.1432
Co1Fe1S1C1+,-3.4112
Co1Fe1S1N1+,-3.0143
Co1Fe1S1O1+,-3.2055
Co1Mn1N1C1+,-3.8315
Co1Mn1O1C1+,-3.8922
Co1Mn1O1N1+,-3.1611
Co1Mn1S1C1+,-3.2834
Co1Mn1S1N1+,-3.0018
Co1Mn1S1O1+,-3.2015
Co1Sc1C2,-4.2031
Co1Sc1C2-,-4.1190
Co1Sc1N2-,-3.7786
Co1Sc1O2-,-4.1564
Co1Sc1S2,-3.7013
Co1Sc1S2-,-3.5507
Co1Ti1N1C1-,-4.0592
Co1Ti1N2-,-3.8883
Co1Ti1S2-,-3.5390
Co1V1C2-,-3.9703
Co1V1N2-,-3.6755
Co1V1O2-,-4.1752
Co1V1S2-,-3.3312
Cr1Sc1C2-,-3.5621
Cr1Sc1N2-,-3.6970
Cr1Sc1O2-,-3.9426
Cr1Sc1S2-,-3.0845
Cr1Ti1C2-,-3.6614
Cr1Ti1N2-,-3.8704
Cr1Ti1O1N1-,-3.7282
Cr1Ti1O2-,-3.9584
Cr1Ti1S2-,-3.1468
Cr1V1N2-,-3.5861
Cr1V1O2-,-3.7568
Cr1V1S2-,-3.0391
Cu1Co1O1C1+,-3.8337
Cu1Co1O1N1+,-2.8358
Cu1Co1S1C1+,-3.2673
Cu1Co1S1N1+,-2.5646
Cu1Cr1N1C1+,-3.7190
Cu1Cr1N2-,-2.9438
Cu1Cr1O1C1+,-3.4937
Cu1Cr1O1N1+,-2.7813
Cu1Cr1O2-,-3.4391
Cu1Cr1S1C1+,-2.9772
Cu1Cr1S2-,-2.6999
Cu1Fe1N1C1+,-3.8787
Cu1Fe1O1C1+,-3.8098
Cu1Fe1O1N1+,-2.9069
Cu1Fe1S1C1+,-3.2618
Cu1Fe1S1N1+,-2.6123
Cu1Fe1S1O1+,-2.9680
Cu1Mn1N1C1+,-3.6078
Cu1Mn1O1C1+,-3.6395
Cu1Mn1O1N1+,-2.6511
Cu1Mn1S1C1+,-2.9551
Cu1Mn1S1N1+,-2.3956
Cu1Mn1S1O1+,-2.7272
Cu1Ni1N1C1+,-3.8977
Cu1Ni1O1C1+,-3.9514
Cu1Ni1O1N1+,-2.8980
Cu1Ni1S1C1+,-3.3961
Cu1Ni1S1N1+,-2.6588
Cu1Ni1S1O1+,-2.6957
Cu1Sc1C2-,-3.6638
Cu1Sc1N2-,-3.1323
Cu1Sc1O2-,-3.7496
Cu1Sc1S2-,-3.2228
Cu1Ti1C2-,-3.6763
Cu1Ti1N2-,-3.2755
Cu1Ti1O1N1-,-3.5869
Cu1Ti1S1C1-,-3.0292
Cu1Ti1S1N1-,-3.1615
Cu1Ti1S2-,-3.2294
Cu1V1C2-,-3.5852
Cu1V1N2-,-3.2430
Cu1V1O2-,-4.0036
Cu1V1S2-,-3.0890
Cu2O2,-2.4472
Cu2O2-,-2.6789
Fe1Cr1C2-,-3.3867
Fe1Cr1N1C1+,-3.6984
Fe1Cr1O1C1+,-3.6310
Fe1Cr1O1N1+,-3.1268
Fe1Cr1O2-,-3.4471
Fe1Cr1S1N1+,-2.9079
Fe1Cr1S1O1+,-3.1793
Fe1Cr1S2-,-2.8514
Fe1Mn1N1C1+,-3.6486
Fe1Mn1O1C1+,-3.6945
Fe1Mn1S1C1+,-3.1411
Fe1Mn1S1O1+,-3.1107
Fe1Sc1C2-,-3.8456
Fe1Sc1N2-,-3.8089
Fe1Sc1O2-,-4.0498
Fe1Ti1C2-,-3.9557
Fe1Ti1N2-,-3.8495
Fe1Ti1O2-,-4.1064
Fe1Ti1S2-,-3.4219
Fe1V1C2-,-3.7349
Fe1V1N2-,-3.6303
Fe1V1O2-,-3.9507
Fe1V1S2-,-3.1856
Hf1Ag1C1-,-2.4885
Hf1Ag1N1-,-2.6805
Hf1Ag1O1-,-3.4297
Hf1Ag1S1-,-2.5216
Hf1Cd1C1-,-2.0811
Hf1Cd1N1-,-2.8523
Hf1Cd1O1-,-2.9112
Hf1Cd1S1-,-1.9762
Hf1Co1N1C1+,-4.3217
Hf1Co1O1C1+,-4.2192
Hf1Co1O1N1+,-4.1803
Hf1Co1S1C1+,-3.8624
Hf1Co1S1N1+,-3.8496
Hf1Co1S1O1+,-4.2302
Hf1Cr1N1C1+,-3.8905
Hf1Cr1O1C1+,-4.1120
Hf1Cr1O1N1+,-4.1082
Hf1Cr1S1C1+,-3.6242
Hf1Cr1S1N1+,-3.6973
Hf1Cr1S1O1+,-4.0147
Hf1Fe1N1C1+,-4.0598
Hf1Fe1O1C1+,-4.1472
Hf1Fe1O1N1+,-4.1165
Hf1Fe1S1C1+,-3.7334
Hf1Fe1S1N1+,-3.7528
Hf1La1C1-,-3.1589
Hf1La1N1C1,-4.0299
Hf1La1N1-,-3.5103
Hf1La1O1-,-3.6334
Hf1La1S1-,-2.7431
Hf1Mn1N1C1+,-3.8815
Hf1Mn1O1C1+,-4.0703
Hf1Mn1O1N1+,-4.0613
Hf1Mn1S1C1+,-3.6578
Hf1Mn1S1O1+,-4.0502
Hf1Mo1C1-,-3.2712
Hf1Mo1N1-,-3.3922
Hf1Mo1O1-,-3.3441
Hf1Mo1S1-,-2.6685
Hf1Nb1N1-,-3.6657
Hf1Nb1O1-,-3.7437
Hf1Ni1C1+,-3.1079
Hf1Ni1N1C1+,-4.1108
Hf1Ni1N1+,-3.1146
Hf1Ni1O1N1+,-3.9651
Hf1Ni1O1+,-3.7133
Hf1Ni1S1C1+,-3.6362
Hf1Ni1S1N1+,-3.6181
Hf1Ni1S1O1+,-4.0590
Hf1Ni1S1+,-3.2055
Hf1Pd1N1-,-3.2445
Hf1Pd1O1-,-3.9662
Hf1Pd1S1-,-3.0800
Hf1Rh1N1-,-3.3658
Hf1Rh1O1-,-4.0689
Hf1Rh1S1-,-3.3409
Hf1Ru1C1-,-3.6713
Hf1Ru1N1-,-3.6483
Hf1Ru1O1-,-3.8223
Hf1Ru1S1-,-3.1815
Hf1Sc1N2-,-4.6339
Hf1Sc1O2-,-4.9368
Hf1Tc1C1-,-3.7276
Hf1Tc1N1-,-3.6572
Hf1Tc1N2,-4.0248
Hf1Tc1O1-,-3.6911
Hf1Ti1C2-,-4.1760
Hf1Ti1N2-,-4.8717
Hf1Ti1O2-,-4.8140
Hf1Ti1S2-,-3.7564
Hf1V1C2-,-4.1559
Hf1V1N1C1+,-4.3538
Hf1V1N2-,-4.5331
Hf1V1O1N1+,-4.5980
Hf1V1O2-,-4.7177
Hf1V1S1C1+,-4.0701
Hf1V1S1N1+,-4.0944
Hf1V1S2-,-3.6406
Hf2N2,-4.6650
Hg1Ag1N1-,-0.6070
Hg1Ag1O1-,-1.1358
Hg1Ag1S1-,-0.9892
Hg1Au1C1-,-1.1154
Hg1Au1N1C1+,-3.1413
Hg1Au1N1-,-0.5787
Hg1Au1O1C1+,-3.7190
Hg1Au1O1N1+,-2.5306
Hg1Au1O1-,-1.0225
Hg1Au1S1C1+,-3.0700
Hg1Au1S1N1+,-2.2329
Hg1Au1S1-,-1.1591
Hg1Cd1N1-,-0.8023
Hg1Cd1O1-,-0.9705
Hg1Cd1S1-,-0.6538
Hg1Co1N1C1+,-3.0076
Hg1Co1O1C1+,-3.5839
Hg1Co1O1N1+,-2.6342
Hg1Co1S1N1+,-2.3187
Hg1Co1S1+,-1.5491
Hg1Cr1N1C1+,-2.8624
Hg1Cr1O1C1+,-3.2475
Hg1Cr1O1N1+,-2.2486
Hg1Cr1S1C1+,-2.5637
Hg1Cr1S1N1+,-2.0015
Hg1Cr1S1O1+,-2.1030
Hg1Cu1N1C1-,-3.2393
Hg1Cu1O1N1-,-2.1717
Hg1Cu1S1C1-,-2.1589
Hg1Cu1S1O1-,-1.9689
Hg1Fe1O1C1+,-3.6217
Hg1Fe1O1N1+,-2.7202
Hg1Fe1S1C1+,-2.9695
Hg1Fe1S1N1+,-2.4301
Hg1Hf1C1-,-1.9769
Hg1Hf1N1-,-2.7994
Hg1Hf1O1-,-2.8927
Hg1Hf1S1-,-1.9510
Hg1Ir1C1-,-2.6745
Hg1Ir1N1-,-1.9614
Hg1Ir1O1C1+,-3.8863
Hg1Ir1O1N1+,-2.9839
Hg1Ir1S1O1+,-2.7775
Hg1Ir1S1-,-1.7485
Hg1La1C1-,-1.5892
Hg1La1O1-,-2.5646
Hg1La1S1-,-1.7821
Hg1Mn1N1C1+,-3.0195
Hg1Mn1O1C1+,-3.1710
Hg1Mn1O1N1+,-2.4300
Hg1Mn1S1C1+,-2.5375
Hg1Mn1S1N1+,-2.1509
Hg1Mn1S1O1+,-1.9998
Hg1Mo1C1-,-1.9772
Hg1Mo1N1-,-2.2237
Hg1Mo1O1-,-2.1475
Hg1Mo1S1-,-1.4467
Hg1Nb1C1-,-2.1005
Hg1Nb1S1-,-1.7838
Hg1Ni1N1C1+,-3.0613
Hg1Ni1O1C1+,-3.5785
Hg1Ni1O1N1+,-2.7369
Hg1Ni1S1C1+,-2.9212
Hg1Ni1S1N1+,-2.4027
Hg1Ni1S1O1+,-2.1905
Hg1Os1C1-,-2.7010
Hg1Os1O1N1+,-2.9433
Hg1Os1O1-,-2.3468
Hg1Os1S1-,-1.7228
Hg1Pd1C1-,-1.6035
Hg1Pd1N1-,-1.4148
Hg1Pd1O1-,-1.4730
Hg1Pd1S1-,-1.2617
Hg1Pt1N1C1+,-3.3907
Hg1Pt1N1-,-1.5911
Hg1Pt1O1C1+,-3.8793
Hg1Pt1O1N1+,-3.0434
Hg1Pt1O1-,-1.7062
Hg1Pt1S1N1+,-2.7202
Hg1Pt1S1O1+,-2.5016
Hg1Pt1S1-,-1.6887
Hg1Re1C1-,-2.2765
Hg1Re1N1-,-2.5415
Hg1Re1O1-,-2.2013
Hg1Rh1C1-,-2.2362
Hg1Rh1N1-,-1.6670
Hg1Rh1O1-,-1.8612
Hg1Rh1S1-,-1.4684
Hg1Ru1C1-,-2.3397
Hg1Ru1N1-,-2.1594
Hg1Ru1S1-,-1.4978
Hg1Sc1N2-,-2.9376
Hg1Sc1O2-,-3.3209
Hg1Ta1C1-,-2.1447
Hg1Ta1N1-,-2.7001
Hg1Ta1O1-,-2.9232
Hg1Ta1S1-,-1.8996
Hg1Tc1C1-,-2.2974
Hg1Tc1N1-,-2.3040
Hg1Tc1O1-,-2.1345
Hg1Ti1C2-,-3.2798
Hg1Ti1N2-,-3.0924
Hg1Ti1O2-,-3.6338
Hg1Ti1S2-,-2.7095
Hg1V1C2-,-3.2244
Hg1V1N1C1+,-3.0449
Hg1V1N2-,-2.9243
Hg1V1O1C1+,-3.2941
Hg1V1O1N1+,-2.5467
Hg1V1O2-,-3.5125
Hg1V1S1C1+,-2.6387
Hg1V1S1O1+,-2.6430
Hg1V1S2-,-2.5872
Hg1W1C1-,-2.1513
Hg1W1N1-,-2.4529
Hg1W1O1-,-2.4700
Hg1W1S1-,-1.6595
Hg2N2,-2.3970
Ir1Ag1N1-,-2.4317
Ir1Ag1O1-,-2.4449
Ir1Ag1S1-,-2.0884
Ir1Cd1C1-,-2.7441
Ir1Cd1N1-,-1.9998
Ir1Cd1O1-,-2.1138
Ir1Cd1S1-,-1.8120
Ir1Co1N1C1+,-3.9455
Ir1Co1O1N1+,-3.2366
Ir1Co1S1C1+,-3.6902
Ir1Co1S1N1+,-3.1705
Ir1Co1S1O1+,-3.2403
Ir1Cr1C2,-3.8695
Ir1Cr1O1C1+,-4.0537
Ir1Cr1O1N1+,-3.0858
Ir1Cr1S1C1+,-3.4734
Ir1Cr1S1N1+,-2.9542
Ir1Cr1S1O1+,-3.0660
Ir1Cr1S2,-2.9954
Ir1Cu1N1C1-,-3.8379
Ir1Fe1N1C1+,-4.1195
Ir1Fe1O1C1+,-4.3952
Ir1Fe1O1N1+,-3.3734
Ir1Fe1S1C1+,-3.8518
Ir1Fe1S1N1+,-3.3159
Ir1Fe1S1O1+,-3.3754
Ir1Hf1N1-,-3.4324
Ir1Hf1O1-,-4.0692
Ir1Hf1S1-,-3.5859
Ir1La1C1-,-3.5197
Ir1La1S1-,-3.1750
Ir1Mn1O1C1+,-4.1604
Ir1Mn1O1N1+,-3.1902
Ir1Mn1S1N1+,-3.0270
Ir1Mo1C1-,-3.1415
Ir1Mo1N1-,-3.0408
Ir1Mo1O1-,-3.4670
Ir1Mo1S1-,-2.9201
Ir1Nb1C1-,-3.5803
Ir1Nb1N1-,-3.5012
Ir1Nb1O1-,-4.1532
Ir1Nb1S1-,-3.5388
Ir1Ni1N1C1+,-3.9433
Ir1Ni1O1C1+,-4.2514
Ir1Ni1S1C1+,-3.7082
Ir1Ni1S1N1+,-3.1654
Ir1Ni1S1O1+,-3.1944
Ir1Os1C1-,-3.6229
Ir1Os1N1C1+,-4.2544
Ir1Os1N1-,-3.1103
Ir1Os1O1C1+,-4.4451
Ir1Os1O1-,-3.6106
Ir1Os1S1C1+,-4.0261
Ir1Os1S1N1+,-3.6523
Ir1Os1S1-,-3.1184
Ir1Pd1C1-,-3.3504
Ir1Pd1O1-,-2.7337
Ir1Pd1S1-,-2.3895
Ir1Re1N1C1+,-3.9272
Ir1Re1N1-,-3.2357
Ir1Re1O1C1+,-4.2192
Ir1Re1O1N1+,-3.6305
Ir1Re1O1-,-3.6523
Ir1Re1S1C1+,-3.7128
Ir1Re1S1N1+,-3.4978
Ir1Re1S1O1+,-3.6511
Ir1Re1S1-,-3.1095
Ir1Rh1C1,-3.3540
Ir1Rh1C1-,-3.4357
Ir1Rh1O1-,-3.0321
Ir1Rh1S1-,-2.5547
Ir1Ru1C1-,-3.3633
Ir1Ru1N1-,-2.8922
Ir1Ru1O1-,-3.1463
Ir1Ru1S1-,-2.7451
Ir1Sc1C2,-4.6200
Ir1Sc1N2-,-3.6976
Ir1Sc1O2-,-4.0290
Ir1Sc1S2,-3.6694
Ir1Sc1S2-,-3.5943
Ir1Ta1N1-,-3.6558
Ir1Ta1S1-,-3.7421
Ir1Tc1C1-,-3.4089
Ir1Tc1N1-,-2.9703
Ir1Tc1O1-,-3.5184
Ir1Tc1S1-,-3.0459
Ir1Ti1C2-,-4.4527
Ir1Ti1N2-,-3.8602
Ir1Ti1O2-,-4.3056
Ir1Ti1S2-,-3.8184
Ir1V1C2-,-4.2403
Ir1V1N1C1+,-4.0912
Ir1V1N2-,-3.6549
Ir1V1O1C1+,-4.2514
Ir1V1O2-,-4.3277
Ir1V1S1C1+,-3.7091
Ir1V1S1N1+,-3.2770
Ir1V1S1O1+,-3.5775
Ir1V1S2-,-3.5714
Ir1W1C1-,-3.4185
Ir1W1N1-,-3.4756
Ir1W1O1-,-3.9300
La1Ag1C1-,-2.1099
La1Ag1O1-,-3.0683
La1Ag1S1-,-2.3823
La1Cd1C1-,-1.6653
La1Cd1O1-,-2.6244
La1Co1N1C1+,-4.1670
La1Co1O1C1+,-4.1305
La1Co1O1N1+,-3.8764
La1Co1S1C1+,-3.6706
La1Co1S1O1+,-3.9748
La1Cr1N1C1+,-3.6382
La1Cr1O1C1+,-3.8985
La1Cr1O1N1+,-3.7957
La1Cr1S1C1+,-3.4946
La1Cr1S1O1+,-3.8048
La1Fe1N1C1+,-3.8990
La1Fe1O1C1+,-3.9113
La1Fe1O1N1+,-3.8530
La1Fe1S1N1+,-3.5017
La1Fe1S1O1+,-3.8641
La1Mn1N1C1+,-3.6835
La1Mn1O1N1+,-3.8119
La1Mn1S1C1+,-3.4290
La1Mn1S1N1+,-3.4544
La1Mn1S1O1+,-3.8172
La1Mo1C1-,-2.9446
La1Mo1N1-,-3.0633
La1Mo1O1-,-2.9816
La1Mo1S1-,-2.3751
La1Nb1C1-,-3.2808
La1Nb1O1-,-3.4641
La1Nb1S1-,-2.7336
La1Ni1C1+,-2.9694
La1Ni1N1C1+,-4.0551
La1Ni1O1C1+,-3.9948
La1Ni1O1N1+,-3.5985
La1Ni1S1C1+,-3.4312
La1Ni1S1N1+,-3.3024
La1Pd1N1-,-2.7706
La1Pd1O1-,-3.4548
La1Pd1S1-,-2.7939
La1Rh1C1-,-3.1586
La1Rh1N1-,-2.9437
La1Rh1O1-,-3.3649
La1Rh1S1-,-2.9180
La1Ru1C1-,-3.4505
La1Ru1N1-,-3.2230
La1Ru1N2,-3.7372
La1Ru1S1-,-2.8576
La1Sc1C2-,-3.8871
La1Sc1N2-,-3.9067
La1Sc1O2-,-4.7011
La1Sc1S2-,-3.5468
La1Tc1C1-,-3.4139
La1Tc1N1-,-3.3248
La1Tc1O1-,-3.2595
La1Tc1S1-,-2.7462
La1Ti1C2-,-3.9921
La1Ti1N2-,-4.2584
La1Ti1O2-,-4.6471
La1Ti1S2-,-3.5934
La1V1C2-,-3.9782
La1V1N1C1+,-4.0482
La1V1N2-,-4.1114
La1V1O1C1+,-4.4064
La1V1O1N1+,-4.4065
La1V1O2-,-4.3940
La1V1S1C1+,-3.9711
La1V1S1N1+,-3.9773
La1V1S1O1+,-4.1588
La1V1S2-,-3.4738
La1Zr1N1C1,-4.1450
Mn1Cr1C2-,-3.2660
Mn1Cr1N1C1+,-3.5970
Mn1Cr1N2-,-3.1692
Mn1Cr1O1C1+,-3.4309
Mn1Cr1O1N1+,-3.0852
Mn1Cr1O2-,-3.3217
Mn1Cr1S1C1+,-3.0038
Mn1Cr1S1N1+,-2.9058
Mn1Cr1S1O1+,-3.0896
Mn1Cr1S2-,-2.6223
Mn1Sc1C2-,-3.6240
Mn1Sc1N2,-3.3738
Mn1Sc1N2-,-3.6731
Mn1Sc1O2-,-4.0143
Mn1Sc1S2-,-3.1313
Mn1Ti1N2-,-3.8290
Mn1Ti1O1N1-,-3.7755
Mn1Ti1O2-,-4.0712
Mn1Ti1S2-,-3.2377
Mn1V1N2-,-3.4423
Mn1V1S2-,-3.0704
Mo1Co1N1C1+,-3.9166
Mo1Co1O1N1+,-3.6731
Mo1Co1S1C1+,-3.4954
Mo1Co1S1N1+,-3.4119
Mo1Co1S1O1+,-3.5512
Mo1Cr1C2-,-3.6126
Mo1Cr1N1C1+,-3.7194
Mo1Cr1N2-,-3.5160
Mo1Cr1O1C1+,-3.7028
Mo1Cr1O1N1+,-3.5585
Mo1Cr1S1C1+,-3.3504
Mo1Cr1S1N1+,-3.2213
Mo1Cr1S1O1+,-3.2845
Mo1Cr1S2-,-2.8486
Mo1Fe1N1C1+,-3.8002
Mo1Fe1O1C1+,-3.8097
Mo1Fe1O1N1+,-3.6285
Mo1Fe1S1C1+,-3.4902
Mo1Fe1S1N1+,-3.3884
Mo1Fe1S1O1+,-3.5467
Mo1Mn1N1C1+,-3.6378
Mo1Mn1O1C1+,-3.6553
Mo1Mn1O1N1+,-3.5220
Mo1Mn1S1C1+,-3.3504
Mo1Mn1S1N1+,-3.2472
Mo1Mn1S1O1+,-3.3971
Mo1Nb1N2,-3.9617
Mo1Ni1N1C1+,-3.8457
Mo1Ni1O1C1+,-3.8661
Mo1Ni1O1N1+,-3.5767
Mo1Ni1S1C1+,-3.4728
Mo1Ni1S1N1+,-3.3564
Mo1Ni1S1O1+,-3.4726
Mo1Sc1C2-,-3.9409
Mo1Sc1N2-,-4.0345
Mo1Sc1O2-,-4.0762
Mo1Sc1S2-,-3.2437
Mo1Ti1C2-,-4.1048
Mo1Ti1N2-,-4.0281
Mo1Ti1O1C1-,-4.0704
Mo1Ti1O1N1-,-4.0063
Mo1Ti1O2-,-4.2017
Mo1Ti1S1C1-,-3.6659
Mo1Ti1S1O1-,-3.6851
Mo1Ti1S2-,-3.4176
Mo1V1C2-,-3.9689
Mo1V1N2-,-3.8782
Mo1V1O2-,-3.9829
Mo1V1S2-,-3.3270
Mo1Zn1N1C1-,-3.1534
Mo1Zn1O1C1-,-3.1175
Mo1Zn1O1N1-,-3.1961
Mo1Zn1O2,-3.2951
Mo1Zn1S1C1-,-2.6881
Mo1Zn1S1N1-,-2.6654
Mo1Zn1S1O1-,-2.9052
Nb1Co1N1C1+,-4.1438
Nb1Co1O1C1+,-4.2338
Nb1Co1O1N1+,-4.2256
Nb1Co1S1C1+,-3.8531
Nb1Cr1C2,-3.9471
Nb1Cr1C2-,-3.8881
Nb1Cr1N1C1+,-3.9770
Nb1Cr1N2-,-3.9113
Nb1Cr1O1C1+,-4.1733
Nb1Cr1O1N1+,-4.1459
Nb1Cr1O2-,-4.1717
Nb1Cr1S1N1+,-3.7276
Nb1Cr1S1O1+,-3.8113
Nb1Cr1S2-,-3.3037
Nb1Fe1N1C1+,-4.1139
Nb1Fe1O1C1+,-4.1514
Nb1Fe1S1C1+,-3.7749
Nb1Fe1S1O1+,-3.9881
Nb1Mn1N1C1+,-4.0257
Nb1Mn1O1C1+,-4.1165
Nb1Mn1S1N1+,-3.7449
Nb1Mn1S1O1+,-3.9200
Nb1Ni1C1+,-3.1627
Nb1Ni1N1C1+,-4.0151
Nb1Ni1N1+,-3.2024
Nb1Ni1O1C1+,-4.0925
Nb1Ni1O1N1+,-4.0522
Nb1Ni1O1+,-3.5239
Nb1Ni1S1C1+,-3.7275
Nb1Ni1S1N1+,-3.7165
Nb1Sc1C2-,-4.1316
Nb1Sc1N2-,-4.5133
Nb1Sc1O2,-4.5752
Nb1Sc1O2-,-4.5607
Nb1Sc1S2-,-3.6198
Nb1Ti1C2-,-4.3757
Nb1Ti1N1C1-,-4.4024
Nb1Ti1N2-,-4.4784
Nb1Ti1O1C1-,-4.4780
Nb1Ti1O1N1-,-4.4466
Nb1Ti1O2-,-4.6033
Nb1Ti1S1C1-,-3.9808
Nb1Ti1S1O1-,-4.1160
Nb1Ti1S2-,-3.7840
Nb1V1C2-,-4.2867
Nb1V1N2-,-4.3162
Nb1V1O2-,-4.4401
Nb1V1S2-,-3.6542
Nb1Zn1N1C1-,-3.3894
Nb1Zn1O1C1-,-3.4281
Nb1Zn1O1N1-,-3.5956
Nb1Zn1S1C1-,-2.9463
Nb1Zn1S1N1-,-2.9899
Nb1Zn1S1O1-,-3.3292
Nb2S1C1,-4.3385
Ni1Co1N1C1+,-3.9176
Ni1Co1O1C1+,-4.0192
Ni1Co1O1N1+,-3.1253
Ni1Co1S1N1+,-2.9093
Ni1Co1S1O1+,-3.0949
Ni1Cr1N1C1+,-3.7802
Ni1Cr1N2-,-3.3314
Ni1Cr1O1C1+,-3.7688
Ni1Cr1O1N1+,-2.9764
Ni1Cr1O2-,-3.4697
Ni1Cr1S1C1+,-3.2046
Ni1Cr1S1N1+,-2.8050
Ni1Cr1S1O1+,-3.0260
Ni1Cr1S2-,-2.9175
Ni1Fe1N1C1+,-3.9560
Ni1Fe1O1C1+,-4.0519
Ni1Fe1O1N1+,-3.1404
Ni1Fe1S1C1+,-3.5213
Ni1Fe1S1N1+,-3.0437
Ni1Fe1S1O1+,-3.2239
Ni1Mn1N1C1+,-3.7195
Ni1Mn1O1C1+,-3.8172
Ni1Mn1O1N1+,-2.9568
Ni1Mn1S1C1+,-3.2417
Ni1Mn1S1O1+,-3.0019
Ni1Sc1C2-,-3.9714
Ni1Sc1O2-,-4.0069
Ni1Sc1S2-,-3.3700
Ni1Ti1C2-,-3.9746
Ni1Ti1N2-,-3.7198
Ni1Ti1O1C1-,-3.8087
Ni1Ti1O2-,-4.1811
Ni1Ti1S2-,-3.4302
Ni1V1C2-,-3.8287
Ni1V1N1C1+,-3.8263
Ni1V1N2-,-3.5499
Ni1V1O2-,-4.0564
Ni1V1S2-,-3.2669
Os1Ag1C1-,-3.0792
Os1Ag1O1-,-2.6969
Os1Ag1S1-,-2.1381
Os1Cd1C1-,-2.7622
Os1Cd1N1-,-2.4818
Os1Cd1O1-,-2.3882
Os1Cd1S1-,-1.7702
Os1Co1O1C1+,-4.2633
Os1Co1O1N1+,-3.5459
Os1Co1S1C1+,-3.6956
Os1Co1S1N1+,-3.4407
Os1Co1S1O1+,-3.4920
Os1Cr1N1C1+,-3.8004
Os1Cr1O1C1+,-4.0572
Os1Cr1O1N1+,-3.4375
Os1Cr1S1C1+,-3.4830
Os1Cr1S1N1+,-3.2296
Os1Cr1S1O1+,-3.2665
Os1Cu1N1C1-,-3.8317
Os1Cu1O1C1-,-4.0152
Os1Fe1N1C1+,-4.0816
Os1Fe1O1C1+,-4.3498
Os1Fe1S1C1+,-3.8163
Os1Fe1S1N1+,-3.5563
Os1Fe1S1O1+,-3.6213
Os1Hf1C1-,-4.0919
Os1Hf1O1-,-3.9992
Os1Hf1S1-,-3.3386
Os1La1C1-,-3.8651
Os1La1N1-,-3.4198
Os1La1S1-,-3.0401
Os1Mn1N1C1+,-3.7557
Os1Mn1O1C1+,-4.0241
Os1Mn1O1N1+,-3.4497
Os1Mn1S1C1+,-3.5432
Os1Mn1S1N1+,-3.2820
Os1Mn1S1O1+,-3.3070
Os1Mo1C1-,-3.3332
Os1Mo1N1-,-3.1400
Os1Mo1O1-,-3.5442
Os1Mo1S1-,-2.8403
Os1Nb1C1-,-3.9109
Os1Nb1N1-,-3.6689
Os1Nb1O1-,-4.1450
Os1Nb1S1-,-3.4538
Os1Ni1N1C1+,-3.9477
Os1Ni1O1C1+,-4.2776
Os1Ni1S1C1+,-3.7225
Os1Ni1S1N1+,-3.4695
Os1Ni1S1O1+,-3.5082
Os1Pd1C1,-3.2107
Os1Pd1C1-,-3.3081
Os1Pd1N1-,-3.1445
Os1Pd1O1-,-3.1393
