cluster,AEPA
Ru2Mo1N1C2,4.3689
Pd2Mo1S2N1-,3.4551
Au1Pt1Nb1S1C1,3.6090
Rh1Ru2S1C1,3.6198
La1Ru1Mn1S1C2,4.2439
Ir2Co1O1N1,3.6227
Cd2Ag1N1C2,2.7501
Pt1Os1Mn1S1N1C1,4.0857
Cd2Ag1N1C1,2.4749
Hf1Y2O1C2,4.7260
Ir1Ni1Sc1S1O1C1-,4.3339
Hf1Y2O1C1,4.4106
Hg2Y1N1C2,3.1710
La1Rh2O1C2,4.5734
Hg2Y1N1C1,2.6356
Pt2Re1S1O1,3.9073
Co1Fe1V1S2C1-,3.7806
Co1V1Ti1O1+,3.5337
Pt1Hg2+,1.2211
La1Cr2S1O2+,3.9844
Hg1Ir1Co1C3-,3.9747
Pt1Hg2-,0.5419
Hg1Pt2S1+,2.4439
Re2Sc1C2,4.3127
Re2Sc1C1,3.6763
Zn2Hf1,0.4556
Hg1Ir2O1N1,2.9292
Fe3S2N1,3.3959
Cd1Zn2S2C1,2.0598
Pt2Zr1O2N1,4.3125
Ta2Zn1O2C1,4.6670
Hg1Mn1Ti1S1N1C1+,3.5351
Ta2La1O1C1,4.7904
Pt1W1Ag1O1-,3.4572
Cd1Tc1Zn1O2+,2.7765
Pt1Mn1V1S3-,3.7553
Y2Sc1N1C1-,3.8037
W2Ni1N2-,4.0902
Ag1Nb2S2O1+,4.2131
Au1W1Ag1C2-,3.3911
Hg1Cd1Mo1O2C1,3.2317
Hg1Ag1Cu1S1O1-,2.0056
Mo1Y1Fe1C2-,3.8953
Cd1Nb1Cr1S1O1N1+,3.6381
Os1La1Rh1O2N1-,4.5039
Pt1Pd2O1,2.2671
Pt1Pd2O2,2.7743
Au1Fe2S2,2.9146
Rh1Tc1Ni1S2C1-,3.8896
Ni1Co1Fe1S1C2-,3.8719
Cu1Fe2C1,2.6155
Cu1Fe2C3,3.9175
Cu1Fe2C2,3.4868
Pt3S1N1C1+,4.0876
W2Ag1O2,3.7933
Ni2Co1O1N1,3.1270
Au1Ni1Sc1S2C1-,3.6984
Os1Hf1Y1O1,4.5042
Ta1Mn1Cr1O1N1+,3.9810
Hg1Au1Ti1O1C1-,3.0223
Hg2Pt1S2,1.7262
Hg1Rh1Co1S2O1-,2.9494
Cd1Cr2O1N1+,2.7503
Nb1Ti1Sc1O3+,5.1522
Pd1Ru1Cr1O2N1+,3.5293
Au1Nb1Mn1O1N1C1,4.2515
Hg2Cu1S1O1,1.5939
Ir1Ag2O1C2,3.8631
Ir1Ag2O1C1,3.4631
Ir1Hf1Sc1N1,4.3121
Cr1Ni1Os1+,2.2205
Ag1Zr1Y1N1+,3.3511
W1Ru2S2O1-,4.3169
W1Ru2S2O1+,4.2908
Tc1Os2+,2.9450
La1Rh2N1,3.3206
Cd1Co1Mn1O1C1+,3.2330
Ta2Rh1S1C1,4.5409
Tc1Os2-,2.8098
Y2Mn1N2C1,4.0883
Ta1Hf1Pd1S1C2-,4.6706
Nb2La1,2.4925
Ir1Nb1Ni1O1C2+,4.7787
W1Ru2O1,3.6977
Ru1Tc1Cr1O2-,3.7763
W1Ru2O3,4.5984
W1Ru2O2,4.2372
Pt1Pd1Mo1N2-,3.3968
Pd1Zr1Cu1O1C1-,3.8701
Au2Cr1S1C2,3.3492
Au2Cr1S1C1,2.7215
Hf1Y1Cu1O1,3.4005
Hf1Pd1Ti1S2N1-,4.2444
Hf1Y1Cu1O2,4.4687
Ru2Tc1S1O2,3.9757
Ru2Tc1S1O1,3.6477
Ir1Co2S1O1,3.3231
Ir1Co2S1O2,3.7439
Pt1Pd1Cu1O2C1,3.8098
Re1Ru2C3-,4.6570
Ru2Zr1N2,3.9444
Hf1Ti2S1C2,4.5827
Hf1Ti2S1C1,4.0869
Ru2Zr1N1,3.7106
Re1Fe2O2,3.7240
Re1Fe2O3,4.1975
La1Mo1Fe1N2C1+,4.2454
Re1Fe2O1,2.8962
Pt3O3,3.3210
Pt3O2,3.0402
Pt3O1,2.7731
Ir1W2N2+,4.5776
Au1Pd1Y1S1O1+,3.1904
Mo2Mn1S2O1,3.8047
Os2Ni1N1C1,4.0758
Ir1Mo1Cu1C3,4.2361
Rh1Mo1Sc1N1C1+,4.0284
Ag1Nb2O2N1+,4.6315
Hg1Hf1Ru1S2C1-,3.6946
Au1La1Tc1S1C1+,3.7588
Hf1Rh2N1-,3.5325
Hg1Rh1Mo1O2N1+,3.4531
Cu1Sc2N1C1,3.5431
Os2Zn1C1,3.0044
Os2Zn1C2,3.9051
Os2Zn1C3,4.1823
Ta1Cu1Ti1N1-,3.3730
Cd1Y1Ni1O1N1-,3.1100
Os1Co1V1O2N1-,4.4435
Mn2Ir1,1.8254
Nb1Mn1Ti1S1+,3.0426
W1Cd1Ti1O1N1,3.5207
Y2Mn1N1C2,4.2381
Hf1Zn1Cu1N1C1-,3.2242
W1Nb1Zn1S1C1-,3.5010
Y2Mn1N1C1,3.6100
Ir1Ag1Nb1C3+,4.5070
Os1Ru1Nb1C2+,4.7085
Ir1W1La1O2N1+,4.8765
Ru1Co2S1N1C1+,3.9833
Ir1W1La1O2N1-,5.0987
Au2Tc1C2,3.3561
Os1La1Cr1O2N1+,4.3349
W1Hf1V1C1-,3.6292
Hg1Pd1V1C3+,3.6247
Cd1Mo1V1O2+,3.3151
Y1Fe1Sc1O2C1-,4.5305
Cd1Ti2O2N1,4.1794
Pd1Cr2C1,2.3611
Ir1Ta1Tc1C3,5.0857
Ta1Cu1Sc1N1C1+,4.2289
Pd1Cr2C2,3.2419
Pt1Mn1Sc1S2O1,3.9901
Hg2Zn1O2N1,1.8832
Pt1Fe2S1O1,3.3891
Tc1Mo1Mn1N1C2+,4.3443
Ta1La1Ni1S1O1-,4.1700
Hg1Re1Ru1S1N2+,3.3608
Ta1Ni1Cr1O3+,4.5758
Cd1Co2N1,1.8740
Cd1Co2N2,2.6921
Au1Ag1Y1S2O1-,3.2997
Hg1Ta1Co1O1N1C1-,4.1223
Os1Ta2S1N1,4.7947
Tc1Cu1Fe1S1O1-,3.2344
Nb1Ni1Cr1S2C1-,3.9258
Ag2Y1O2N1,3.1790
Cd2Tc1O2C1-,3.4615
La1Ag1Co1O1-,2.9097
Os1Hf1Nb1C3+,5.3246
Cd1Zn1V1N1C2,3.2017
La2W1+,2.4622
Ir1Ta1Cr1S1C2-,4.5492
Os3S2-,3.8364
Os1Mo1V1S2O1-,4.2829
Ag2Zr1O1N2-,3.8500
Os2Tc1O3-,4.7160
Hg1Y2N2C1+,4.0143
Au1Ir1Cd1O1-,2.1970
La2Fe1N2C1-,4.2335
Ru1Co1V1S1O1-,3.7043
Os1Ag1Ni1S1C1,3.3329
Hg1Ru2S1C1,2.9617
Zr1Fe2O1N1,3.8665
Re2Tc1S1N1,3.6924
Au1La1Cd1S3,2.9551
Re2Tc1S1N2,3.9793
Pt1Zr1Fe1S1N2+,4.1805
Au1Rh1Ti1O2-,3.8163
Mo3N2C1+,4.3393
Mo3N2C1-,4.2658
Re1Cu1Cr1N1,2.4956
Ir1Y1Zn1O2N1+,3.9328
Re1Hf1Cr1O1-,3.5378
Zr1Fe2O1N2,4.1658
Zn1Co2S1N1,2.5757
Y2V1O2N1+,5.0500
Mo1Fe2N2,3.2739
Hf1Ti2S1N2,4.5780
Re1Ni2N3,3.6846
Au1Ni1Mn1S1N1+,2.7703
Rh1Zn2O1C2,3.3305
Zn1Cr2C1,1.8484
Zn1Cr2C2,2.8040
Ta2Mo1S2N1,4.6109
Ta1Zn2N2C1,3.4549
Fe1Cr1Ti1C3+,4.1672
V2W1+,2.6154
Re1Zn2S2C1,2.8695
Y1Cu2S1O1C1,3.7214
Nb1Y1Cr1S2+,3.6263
Pt1Re1Rh1S1N1C1+,4.0558
W1Hf1Mn1N1C1+,4.2962
Os1Nb2N2C1,4.9860
Ir1Co1Ti1N1,3.5198
Hg1Zr1Cr1N1C1-,3.0048
Cu1Mn1V1S1N1,3.0926
Ag2Nb1O2N1,3.5876
Os1La1Pd1S1C1,4.0656
Re1Rh1Y1O2+,4.3620
Pt1Rh1Cu1S1N2-,3.5551
Ir1Pd2S1O2,3.3238
Ir1Pd2S1O1,3.1520
Au1Ru1Ni1S1O1N1+,3.3281
Hf1Tc1Fe1S1N1,3.7723
Zn1Co1Fe1N2-,2.8126
Hg1Au1V1O2N1-,3.2611
Tc1Fe1Sc1S2,3.5124
Mo1Y1Zn1O1N2-,3.9607
W2Ti1N2C1-,4.7740
Cd1Cr1Sc1S1O1N1-,3.3055
Pd1Rh2S2,2.9474
Ta1Nb2O1C2+,5.4585
Hg2Rh1O1,1.3439
Tc1Cu1Ti1N3+,3.8148
Hg2Y1O3-,2.8944
Zr1Mn2S2C1,3.8333
Au1Rh1V1S1O1-,3.5429
Cd1Ag1Ru1S1N1,2.4178
Pt1Y2N1-,3.6872
Au1Pt1Ti1O2-,3.9516
W1Rh1Ni1N1C2-,4.4823
W1Hg2,0.2740
Os1La2C3-,4.8230
Os2Au1,2.2812
W1La1Rh1N2C1,4.6743
Zr1Ni1Mn1O1N2+,4.1397
Hg1Au1Nb1O1C1+,3.2836
Pt1Os1Tc1O1C1-,4.4203
Au1Mo2C2,3.7285
Au1Mo2C3,4.1275
Zn1Cr1V1S1N2+,3.1696
Au1Mo2C1,2.9393
Rh1Zr1Y1O1N2+,4.7559
Au1W1Zn1S1N1C1-,3.5809
Ag1Mo1V1O1N1C1-,4.1303
Cd2Ru1S1O1,2.1942
Cd2Ru1S1O2,2.6683
Hg1Ir1Cu1N2-,2.8605
Ag1Y1Fe1O3,3.8891
Hf1Ni1Cr1C2-,3.8441
W2Ir1,2.9661
Cd1Tc1Y1O1N1+,3.5018
Ru2V1S1O1N1,4.0376
Ta2La1O1N1,4.6683
Ti1Au2-,1.7541
Re1Cd1Nb1S1O2+,3.9599
Ti1Au2+,1.7238
Hg1La1Zr1S1C2,4.0050
Ti1Cr2,1.0251
W1Hf1Rh1C3+,4.9739
Hf2Sc1N1,3.3941
Ag1Pd1Fe1S1+,2.4462
Hf2Sc1N3,4.8527
Hf2Sc1N2,4.2938
Os2Pd1O1N2,4.0005
Pt1Fe2N2,3.4121
Pt1Fe2N3,3.7093
Ir1Zn1Cr1C1-,2.5547
Pt1Fe2N1,2.9195
Mo1Zr2O1N2-,4.8535
Pt2Tc1O1N2,4.0796
Tc1Co1Cr1S1O1C1+,3.9148
Pd1Mn1V1O1C2+,4.1709
Ta2Rh1S1N2,4.7172
W1Tc1Cu1S2+,3.4727
Mn2Cd1+,0.9160
Mn2Cd1-,0.7183
V1W1Au1+,2.1082
Pd1Nb1Cr1C2-,3.8977
Hg1Cd2C2,1.9767
Re1Fe2O1N1C1+,4.1910
Ir1Re1Cr1O3,4.4306
Cu1Mn2S1N1,2.6937
Cu1Mn1Cr1S1O1+,3.0463
Pt1Hf1La1S1O1N1-,4.6065
W1Ru2S1O2+,4.4443
Nb1Zn1Ti1S1N1-,3.3049
Au2Cd1N1,1.2310
Ir1Co1V1S1O1-,3.9353
Hf1Tc2S2O1,4.3689
Pd1Nb2O1N1,4.3507
Y1Mn1V1S1C1+,3.7106
Pd1Nb2O1N2,4.6988
Y1Mn1V1S1C1-,3.4002
Au1Ir1Hf1S1,3.4858
Mo1Y1Zn1S1C1-,3.1049
Hf1Nb1Ti1S1O2+,5.0698
Hf1Cd1Mn1N1-,2.5682
Au2Cr1N1C2,3.5558
Pd1Mn2S1C1,3.1209
Pd2W1,1.8333
Ta1Ru1V1S1O1N1,4.7030
Pt1W2S2N1+,4.4381
Hg1Pd1Mn1S1N2-,2.9276
Ir1La1Mn1S1+,3.3742
Cu3O2C1,3.4801
Co2Ti1O3,4.2809
Co2Ti1O2,3.8970
Co2Ti1O1,3.1057
W1Mo1Cr1N2C1,4.1369
Hf1Tc1Sc1S2-,3.9034
Pt1Zn1V1N1C1-,3.5698
Cd1Ru2O2N1,3.2459
Ta1Ag1Cu1S1C2+,3.9989
Hg1Pt1Ta1S1O2-,4.2461
Au1Fe1Ti1S1,2.9150
Os1Nb1Ti1O2N1+,4.8958
Os1Cu1Fe1S1C2+,4.0671
Ta1Cd1Sc1S1O1C1+,4.1284
Zr2Fe1O1N2+,4.9373
Ir1Fe1Cr1O2N1+,3.8125
Hf2Zn1C1,2.8412
Hf2Zn1C2,3.6417
Hf2Zn1C3,4.2672
Fe3S2C1,3.5512
Hg1Ru2N1,2.1507
Hg1Ru2N2,2.7769
Hg1Ru2S2O1,3.0704
Ta1Y2O1C2,4.8924
Hg1Rh1Fe1S1C1,2.7513
Hg1Re1Ta1N2+,3.5393
Cu1Sc2S2N1,3.9243
Pt2Cr1S3,3.3383
Re1W2N2,4.0976
Re1W2N1,3.7723
Mo1Ni1Co1S2+,3.3685
Os1Nb1Ni1N1C1,4.3367
Mo1Ni1Co1S2-,3.1443
Mo1Y2N1C2,4.4844
Mo1Y2N1C1,3.9589
Pd1Ir2,2.1845
Y2Mn1S1C2,4.1212
Pt1W1Ru1S1O1,4.1353
Hg1Pt1Fe1O1C1+,3.5393
Tc1Nb1Ti1O2C1+,4.9845
Ta2Pd1N2-,4.7244
Ir1Y1Co1S1C2+,4.4640
Ag1Zn1Mn1O2N1+,2.8012
Cd1Rh1Mn1O1-,2.1973
V1Ni2,1.7852
Tc1Y2S1N2,4.2866
Tc1Y2S1N1,3.9143
Y2Co1S1C1,3.8026
Hg1Ag1Ti1O1C1+,2.9270
Hg1Os1Zr1O1C2,4.3424
Cu1Zn2,0.4940
Ta1Zn1Ni1N3+,3.6946
Re1Cr2N1C2-,3.9595
Cu1Fe1Mn1O1N1+,3.0743
Hg1Pt1Re1O1C1-,3.3637
Re2Mn1O1N2,4.0391
Re2Mn1O1N1,3.6626
Nb1V2S2N1,4.2479
Hg1Nb2S1,2.7244
Zr1Y1Cr1O1C2+,4.7827
Ir2Cu1S1N2,3.6866
Pt1Ta1Zr1N1C1-,4.7160
Re2Ag1O1N1,3.4295
Re2Ag1O1N2,3.8260
Ni2Fe1S2O1,3.4870
Os2Hf1S1C1,4.4903
Rh1Y1Co1O1N2+,4.0798
Pd1Ru1Co1S1C1+,3.5579
Hg1Au1Rh1O2C1-,3.3996
Pt1Co1Mn1O2-,3.4120
Ir1Os1Cd1S1C2+,4.0210
Ti1Nb1Ag1+,2.0076
Re2Cr1N3,3.8159
Re2Cr1N2,3.4469
Re2Cr1N1,2.9336
W1Ru1Ni1O2C1+,4.6949
Pt1La1V1N1C1-,4.1099
Ru1Tc1Cu1C1+,3.2140
Y2Mn1S2C1,4.0047
W2Zr1O2N1,5.0018
Co2Hf1,2.0476
Os1Re1La1N3+,4.2826
Ir1Nb1Sc1S1O2-,4.9614
Pd1Zr1Ni1S1N1C1-,4.3466
Pt1Nb1Cu1O1N1C1,4.5696
Ru2Ni1S1O1,3.3125
Re1Pd1Fe1S1O2,4.0860
Ir1W1Ag1O1N2-,4.0671
Hf1Cr1Sc1S2+,3.5756
Sc1V1Ir1+,3.0852
Hf1Zn2N2C1,3.3401
Pt2Mo1S1C1,3.7686
Hg1Ir1Mn1C2,3.2556
Ir1Mn1V1C1+,3.4285
Ti1Nb1Cd1-,1.5040
Ag1Cu1Co1S1O1N1-,3.0217
Ni2Sc1N1C2,4.2935
Hf1Mn1Ti1N3-,4.4419
Sc1Mn1Ru1,2.1605
Pd1Rh1Co1S2C1,3.4806
Re1Cd2S1N1,2.3892
Re1Zr1Sc1S2-,3.8883
Au1Ir1Mn1N1C1-,3.7203
Hg1Ni1Fe1S1N1+,2.6378
W1Ag1Co1S1C1-,3.3095
Rh1Nb1Ni1O1N1,3.9417
Ir1Hf1Ru1S2C1+,4.4937
Nb2Cu1S1O1,3.9597
Pd1Tc2S2C1,3.8258
Cd2Sc1S2C1,2.6078
Au1Rh1Cr1S2N1,2.9185
Pt1Ru2S1O2,3.6971
Ir1Nb2S2C1,4.6001
Hf1La1Ti1S1O1+,4.3126
W1Ta1Zr1S1O1N1-,4.9136
Os2Tc1S1N1-,3.9704
Au1Hf1Fe1N1C2+,4.3197
Au1Re1Nb1O1C2,4.6277
Au1Ta1Ag1O1-,3.2106
Ag1Mn1Sc1O3+,3.8322
Ir1Os2S1,3.3119
W1Co1Ti1S1C2,4.4450
W1Ta1Nb1S1O1-,4.5143
Hf1Y1Ti1S1O1+,4.3905
Os1Cd1Cu1O1C2,3.8810
W1Y1Fe1S2N1-,4.0708
W2Nb1O2,4.7236
Au1W1Tc1S3-,3.7968
Hg1Y1Cu1S1N2,3.0235
W1Rh1Y1O1N2+,4.4971
Au1Mo1Zr1O2N1,4.4555
Pd1Mo2S1C2,3.9733
W1Ru1Co1S2,3.5864
Os1Rh1Cr1O1-,3.1217
Cu2Nb1+,1.8358
Hf1Pd1Cr1O1C2,4.3924
Hg1Nb2S1C2,4.0653
Hg1Os2O1C1,3.5646
Ir1La1Nb1S1N1+,4.4993
Hf1Y1Cu1O3-,4.9987
Cd1Os2-,1.8184
Rh1Cr2N2C1,3.7368
La1Nb2S1C1,4.2726
Ta1Y1Cr1N3+,4.5156
Cd1Os2+,2.1399
Pd1Tc2S1O2,3.9151
Pt1Nb1Ti1N3+,4.4202
Ag2Mo1S2C1,2.9532
La2Co1S1O1N1+,4.4980
Nb1Cr2S1N1,3.2201
Ni1Tc2,2.0879
La2Cd1O1,2.7441
La2Cd1O2,3.8386
La2Cd1O3,4.3335
Y1Cr1V1O1C1-,3.7935
Au1Ag1Cu1N2-,2.7696
Ir2Os1N1C1,4.1492
W1Hf1Cd1O3+,4.4726
Re1Rh1Ni1S3-,3.7536
Fe1Mn2S2C1+,3.4736
Ir1Ag2O2C1-,3.8655
Cd1Cu1Co1S1C1-,2.5305
Ru1Cu1V1S1O1,3.4977
Re1Fe1Ti1S1C1+,3.8435
Pd1Cr2N3,3.2866
La1Pd1Ti1O1C1+,4.3041
Os1V2S1O1,4.0949
Ni1Fe1Mn1S3+,3.2601
Ir1Rh2O1N2,3.7984
Ir1Rh2O1N1,3.3846
Os2Zn1O1N1,3.3640
Os2Zn1O1N2,3.6832
Ta2Tc1N2C1,5.1035
Au1Zn1Mn1O1N1-,2.4517
Hg1Cd1Mo1S1C1+,2.3415
Ta1Fe2S2,3.6084
Cu2Cd1,0.9329
Zr1V2O2C1,4.8748
Hf1Pd1Ru1N1C1,4.2490
Os2W1S3-,4.2990
Os1W1Ag1S1N2,3.7471
Pd1Mn1Sc1O2N1,3.8565
Os1Ni2S3,3.6183
Zr2Zn1O2N1+,4.7938
Hg1Rh2O1N1-,2.7775
Fe2Sc1S1N1,3.3559
Mn1Cr2S1N1-,2.6406
Zn3S2+,1.9758
Hg1Ag1Rh1S1O1C1,3.2045
Pt1Rh1Tc1S1N1+,3.4166
Zn3S2-,1.6661
Tc1Pt2+,2.6187
Hf1Ni2S1N1C1-,4.2746
Tc1Pt2-,2.7118
Cd1Ag2O1C2,3.1305
Y1Ti2O1,3.3422
Ir2Ru1N2,3.6153
Y1Ti2O3,4.9882
Mo2Ti1O1C2-,4.6024
Re1Hf2C2,4.5770
La1Fe1Ti1S1O1C1-,4.3204
Mn1Nb2,2.1409
Ta1Rh1Zn1O1-,3.4732
Au1Co1Mn1S3+,2.8023
Hf2Nb1S1C2,4.8843
Os1Cd1Cu1C2-,3.3151
Ir1Ta1Hf1O1N1C1+,5.4297
Ir1Ta1Hf1O1N1C1-,5.2981
Cd1Tc1Mn1S1N1C1+,3.4998
Rh2Cr1O3+,3.4648
Au1Pd1Sc1N1C1,3.7630
Cd1Pd2C1,2.2324
Au1W1Mo1O2,3.8631
Cd1Pd2C2,3.0179
W1Y1Co1S1O1C1-,4.4461
Os1Ag1Zr1O3,4.3555
Ru1Cu2S2C1,3.3688
Hf1Zn1Ni1N3+,3.6372
Ru1Nb1Sc1O1N2,4.5989
Au1La1Nb1O2N1-,4.6866
W1Cd2O1N1,2.7821
Ag1Ru1Co1O2N1,3.3180
W3O1C1+,4.8238
Au2Cr1S1O2+,2.8252
W3O1C1-,4.6968
Re1La2N1C1,4.1549
Re1La2N1C2,4.6060
Re1Pd1Zn1O1C2+,3.9800
Tc2Hf1+,3.1329
Cd1Co1Sc1S2C1+,3.3053
Cr2Ti1S1O1N1-,3.6887
La2Mn1O1C2,4.4177
La2Mn1O1C1,3.9471
Ir1V2C1,3.7584
Ir1V2C2,4.3330
Ir1V2C3,4.6520
Au1Fe1V1C2,3.6775
Ag1Mo2O1,2.6037
Ag1Mo2O2,3.3751
Ag1Mo2O3,3.9075
W1Pd1Nb1S1O1+,4.1399
Au1Pd1Sc1N3-,3.4471
La1Mn2C2,3.4427
La1Mn2C3,4.0070
La1Mn2C1,2.5489
W1V2S2C1,4.2376
La1Ag1Mo1S3,3.4738
Nb1Mn2O3,4.3230
Nb1Mn2O2,3.7679
Nb1Mn2O1,2.8697
Hf1Nb1Fe1S1O1N1,4.6020
Hg2Cr1O2C1,2.9032
Re1Hf1Zr1S1O1C1,4.9997
Hf2Nb1S2C1,4.6454
Re1Tc2S2N1,3.9126
W1Ni1Cr1O1N1-,3.8459
Ru1Mo1Sc1O1N1C1,4.5132
Tc1Y1Ni1S2O1+,4.1143
Cu1Mo2-,1.8551
Cr1W2,2.0443
Rh2Mo1O1C2,4.2468
Cu1Mo2+,2.2932
Pt1W1Hf1S1C1+,4.5322
Ru1Cu1Ni1O1-,2.7148
Pd1Rh1Nb1S1N1-,3.5832
Hf1Cu1Co1O1N1+,3.7797
Hf2Zr1N2C1+,5.2473
Ir2Pd1S2N1,3.4991
Mo2Zr1N1C2+,4.7251
Hg1Pt2O3,2.7550
Hg1Pt2O2,2.6060
Hg1Pt2O1,2.0388
Nb1Cu1Fe1O1+,3.4007
Re1Ta1La1O2,4.6777
Ir1Pd1Fe1O2,3.4608
Mn1Zr1Tc1+,2.6047
Ag1Rh1Co1O1-,2.5016
Hg1Ta1Ni1N2+,3.3947
Hf2Fe1S1-,3.1870
W2Hf1S1,3.5814
W2Hf1S2,4.0739
W1Y1Fe1N1+,3.4886
Hf2Fe1S1+,3.6630
Pt1Mo1Ni1N3-,3.9190
Ta1Ag2S1C1,3.0186
Sc1Nb2-,2.5382
Nb2Sc1S1C2,4.7737
Sc1Nb2+,2.6554
Nb2Sc1S1C1,4.2005
Pd1Mo2O1N1,3.5872
Mo3O1C2-,4.4426
Pd1Mo2O1N2,3.9524
Mo3O1C2+,4.5757
Au2Mo1S2O1-,3.4779
Re1Y1Sc1N1+,3.5143
Ta1Ru2N2C1,4.5688
W1Y1V1O2C1,4.8815
W1Ta1Cu1C3-,4.7729
Rh2Cu1S1N1,3.0170
Cd1Zn2S1C2,2.5812
Hg3S2O1,1.3432
Cd1V1Sc1S1O1N1-,3.6910
Co2V1S1O2,4.0269
W1Fe1Ti1S1O1C1+,4.4565
Hg2Zr1S1N1,2.2418
Pt1Cd1Cr1O2C1+,3.6939
Re2Tc1N2C1,4.2593
Hg2Zr1S1N2,2.8841
Cd2Mn1O2N1,2.4310
Re1La1Ni1S1C1+,3.9047
Hg1Ta1Ti1S1C2-,3.9528
Hg1Cr1Ti1O3+,3.6881
Pt1Fe2S1,3.0279
Pt1Fe2S3,3.4293
Pt1Fe2S2,3.2615
Hg2Pd1O1N2,2.3715
Pt1Ta1Zn1S1O1N1+,3.8326
W1Ta1Ni1C2+,4.7101
Ni1V1Ti1N1,3.1963
Pd1Y1Ti1O1N2-,4.2712
Re1Zr1Ni1S1C2+,4.5600
Pt1Tc2S1C1,3.8370
W1Ta1Ni1O1+,4.0039
Re1Mn1Cr1C3+,4.1377
Hg1Au1Ti1S1,2.1849
Cu2Co1O1C1,3.4004
Ir1Hf1Ru1S3+,4.1045
Rh1Cr1V1N1C1+,3.6677
Au2Pd1S1O2,2.4721
Au2Pd1S1O1,2.2267
Ir1Co1Ti1O1N1-,4.0048
Tc1Cu2O2C1,3.9110
Au2Cd1S2,1.7948
Au2Cd1S1,1.5455
Zr2Zn1N2C1,4.2290
Zn1Cu1Fe1S1O1N1+,2.8740
Ta1Cd1Zn1C1-,1.9935
Ru1Cu2S1C2,3.6359
Y1Zn1Fe1N1C2+,3.8584
Y1Ni1Mn1C3,4.2236
Hf2Ti1S3,4.3188
Hf2Ti1S2,3.9572
Hf2Ti1S1,3.1837
Os1Zr1Co1S1O1-,4.1352
Cd1Co2N1C1,3.0525
Nb1Co1Ti1O1N2+,4.6087
Pt1Ir1Zr1O2C1+,4.9884
La1Rh1Y1S1O1N1-,4.2401
Ir1Y2O1,4.3743
Ir1Y2O3,4.8534
Ir1Y2O2,4.7273
Cu1Tc2,1.8791
Hf1Pd2S2O1,3.8601
La1Co1V1N2-,3.8582
Rh2Y1S1O1,3.7241
Pt1Pd1Sc1O1C1,4.1048
Hg1Re1Zr1N3-,3.9845
Os2Hf1C2-,4.8740
Rh1Ru1Cu1S1O1N1,3.4215
Ir1Os1W1O2N1-,4.9629
La1Cr2S1N1,3.1276
La1Cr2S1N2,3.5991
Cd2Ni1O1N1,2.1003
Hg1Au1Ru1S1C1+,2.7795
Hg1Pt1Fe1S1C2+,3.5461
Zn2Ni1C3,3.3013
Zn2Ni1C2,2.6749
Zn2Ni1C1,1.8007
La1Cr1V1O1C1,3.8304
Hg1Sc2N1C2+,4.0741
Hg1Rh1Zn1O1C1-,3.0877
Ta2Sc1S1O1N1-,4.8314
Pd1Ni2S1O1C1-,3.8563
Nb1Zr1V1S1O1+,4.5534
Cd2Ag1S1,0.9985
Mn1Fe1Ni1+,1.9400
Nb2Cu1S1N2+,4.4429
Tc1Cr2S2,2.9046
Hf1Tc2N1C2,4.7441
Tc1Cr2S1,2.3715
Zr2Co1O2C1-,4.9928
Rh1Zn1Mn1S1-,1.9641
Au2W1N1,2.9298
Hf1Rh1Ti1O3+,5.0044
La1Ru1Cr1S1O1,3.7740
Rh1Zr2O1N1C1,5.1154
Re1W1Co1S1+,3.3073
Tc1Fe1V1C2+,4.1071
Co2Ti1C2,3.8294
Ru1Fe2O3+,3.8895
Pt2Ta1O1C1-,4.7395
Ir2Zr1C3,5.2194
Ir2Zr1C2,4.8095
Ir2Zr1C1,4.6533
Hf2Nb1O2N1,5.1811
Pd1Cu1Ti1O1C2-,4.4040
Tc1Zr1V1S3+,4.3192
La1Rh1Zn1S2N1,3.2943
Ru2Zn1O2C1,3.7165
Os1Ag1Pd1O1C1,3.6074
Cu1V2S1-,2.5337
W1Fe1Sc1S2C1,4.1784
Mo1Re2,2.2077
Ir2Ru1O1N2,3.9295
Ir2Ru1O1N1,3.8159
Ru1Tc1Co1S1O1N1+,3.8252
Hf1Rh1Co1O1C1,4.2292
Hf1Rh1Co1O1C2,4.7090
Pt1Re1Cu1O2C1-,4.3586
Ta1Cd2N1C1,2.7319
Hg1Pd1Nb1N3-,3.5551
Ru1Nb1Fe1S2C1+,4.2000
Pd1Tc1V1O2-,3.9932
Ta2Fe1S2O1+,4.7383
Cd1Tc2C1,2.5671
Cd1Tc2C2,3.5829
Cd1Tc2C3,3.9601
Ag3C2-,2.9454
Hf1Cd1Mn1S1N2+,3.3673
Ag3C2+,3.1603
Pd2Co1C2,3.5652
Pd2Co1C3,3.9533
Ir1Ag1Ni1S1O1+,3.1878
Zr1Cu2N2C1,4.0244
Tc1Cu2O1C1,3.4647
Os1Cd1Co1O2N1,3.5662
Os2Cr1N1C1,3.9225
Os2Cr1N1C2,4.3880
Nb3O1N2,4.9692
Co1Ni1Pd1-,1.8273
Ru1Mo1Fe1S2N1-,3.7680
Nb3O1N1,4.6177
Rh1Ru2O2N1,3.7932
Cd1Ru1Zr1S2C1,3.7574
Nb2Mn1O1N1C1+,4.8986
Nb2Mn1O1N1C1-,4.7043
Ta1Ni1Ti1O1N1-,4.4498
La2Mo1N1C2,4.5059
La2Mo1N1C1,3.9810
