cluster,EZPE
Mo1Ni1O1C1-,-1689.934485
Co1Mn1S1N1+,-2986.646779
Mo1Ni1O1C1+,-1689.652987
Os1Ta1N2+,-256.960688
Ag1Mn1S1C1+,-1734.048295
Ag1Mn1S1C1-,-1734.36275
Mn1Sc1N2+,-2021.110339
Hf1Tc1N1C1+,-221.424647
Tc1Au1-,-216.492862
Hf1Tc1N1C1-,-221.692237
Mn1Sc1N2-,-2021.363348
Ni1V1C1,-2490.382227
Hf1Zn1N1C1,-1920.203578
Mo1V1O1,-1087.462417
Hf1Ni1O1N1,-1686.441289
Zr1Co1N2-,-1539.444779
La1Zr1O1N1+,-208.6006
Mo1Sc1S1N1,-1282.003783
Re1Sc1S1+,-1237.005431
Pt1Cr1O2+,-1314.082886
La1Zr1O1N1-,-208.810248
Ni1Co1N2-,-3000.776282
Cd1Ti1N1C1-,-1110.070378
Cd1Ti1N1C1+,-1109.795254
Pt1Ir1N1+,-278.090009
Pt1Cr1O2-,-1314.51631
Hg1V1S1C1-,-1533.809265
Os1Re1S1-,-567.233098
Hg1V1S1C1+,-1533.546778
Au1Sc1S1-,-1294.793823
Pt1Ir1N1-,-278.4881
Ru1Nb1O1C1+,-264.962702
Mo1V1O2,-1162.806603
Ta1Ru1N1-,-206.651332
Ta1Ru1N1+,-206.368634
Ir1Fe1S1O1-,-1841.709011
Au1Sc1S1+,-1294.469849
Hf1Cr1O2-,-1243.189801
Ir1Zn1S1+,-2281.68298
Hf1Cr1O2+,-1242.934213
Ir1Zn1S1-,-2282.021867
Ir1Fe1S1O1+,-1841.34919
Zr1Sc1N1C1,-900.602966
Au2O1C1,-384.847817
Ir1Cr1N1+,-1203.32085
Y1Mn1N1C1+,-1282.002081
Re1Tc1N1C1+,-251.645059
W1Cd1S2-,-1031.392631
Zn1Ta1+,-1836.023193
W1Cd1S2+,-1031.057791
Zn1Ta1-,-1836.27448
Ru1Co1N1C1,-1570.55565
Re1Tc1N1C1-,-251.961652
Tc1Cu1N2,-1830.875384
Y2N1-,-131.4264
Au1Ti1S2-,-1781.873067
Au1Cu1O2-,-1926.803566
La1Sc1S1N1+,-1245.267918
Nb1Tc1-,-137.7226
La1Sc1S1N1-,-1245.467921
Nb1Tc1+,-137.451494
Au1Ti1S2+,-1781.484905
Au1Cu1O2+,-1926.386764
Ta1Ni1O1C1-,-1678.769675
Ta1Ru1O1C1,-265.244443
Ta2S1-,-512.223966
Pt1Ni1S1+,-2025.673616
Zn1Cr1S1N1,-3276.937406
Zr1Mn1N1,-1252.804848
Hf1Zn1S1C1,-2263.651582
Rh1Mn1O2+,-1411.827838
Fe2O2,-2678.073717
Fe2O1,-2602.750532
Hf1Tc1O1N1,-258.875247
Os1Ag1O1N1-,-367.75481
Pt1Ni1C2-,-1703.90197
Pt1La1C2-,-227.14356
Pt1La1C2+,-226.900991
Zr1Cu1S1N1-,-2140.707885
La1Rh1C1,-180.151725
La1Rh1C2,-218.314442
Rh1Mo1N2-,-288.310291
W2O1C1,-247.467002
Y1V1S1,-1380.57279
Ta1Co1N1C1,-1532.643121
Rh2S1O1-,-694.651542
Pt1Ru1O2-,-364.846704
W1Sc1S1O1-,-1301.433058
Cr1Ir1,-1148.780818
V1Ti1O1+,-1868.541117
Pt1Ru1O2+,-364.400244
Hg1Ir1S1O1-,-731.417949
Nb1Cr1O1-,-1176.747666
Re1Cr1O1C1-,-1236.171868
Re1Cr1O1C1+,-1235.892255
Tc1Zr1N2,-237.390323
Hg1Ir1S1O1+,-731.022797
Nb1Cr1O1+,-1176.48253
Cd1Sc1C1,-966.377858
Cd1Sc1C2,-1004.537299
Nb1Sc1S1-,-1215.926121
Ta1La1S1O1,-562.198973
Cu1Fe1S1O1-,-3377.917445
Cu1Co1N1C1+,-3116.023044
Re2C2+,-232.413843
Nb1Cu1C2,-1773.598662
Ag1Hf1-,-194.850884
Ag1Hf1+,-194.606359
Au1Mn1S1N1,-1739.79038
Au1Cu1O1N1+,-1905.984611
Cu1Co1S2,-3819.929309
Cd1Mo1S1C1,-672.16831
Sc1Cu1+,-2401.00169
Os1Re1C1-,-206.998936
Os1Re1C1+,-206.675984
Sc1Cu1-,-2401.224335
Re1Ru1O1N1,-303.197027
Ti1Re1-,-927.694394
Rh1Fe1S1N1+,-1827.052103
Pt1Ir1S1N1,-676.684838
Sc1W1-,-827.68095
Tc1Co1N2+,-1572.893628
Re2C2-,-232.720137
V1Ti1O1C1-,-1906.903372
Mo2+,-136.054318
Mo2-,-136.329533
Hf1Tc1S1N1,-581.852509
Re2N1C1-,-249.440939
Tc1Ni1O1+,-1664.136942
Tc1Ni1O1-,-1664.443064
Re2N1C1+,-249.112427
Ru1Cr1S1N1,-1592.42711
Ru1Zn1C2,-1950.36503
Os1Re1N1C1,-261.771568
Os1Ti1N1C1,-1033.034828
Tc1Co1O1-,-1538.887761
W1Ni1C1-,-1613.470257
Au1Fe1O1N1,-1529.511303
Tc1Fe1O2-,-1495.174522
Zr2N1,-148.780014
Hg1Ta1C2-,-286.57844
Hg1Ta1C2+,-286.270308
Hf1Cr1S1C1,-1528.827747
Co1Pd1,-1510.655795
Ir1Cr1C1-,-1186.93238
Os1Mo1N2,-268.385763
Os1V1S1O1+,-1507.996846
Os1Mo1N1,-213.575931
Zn1La1-,-1810.913877
Os1V1S1O1-,-1508.337886
Ir1Cr1C1+,-1186.625977
Tc1Mn1S1O1,-1705.393281
Tc1Co1O1+,-1538.580177
Pt2S2,-1035.17884
Zn1Ni1N1-,-3342.505942
Co1Cr1S1C1,-2863.650264
Cu1Ni1S1O1+,-3622.151588
Mo1Ag1+,-214.790207
Tc1Y1S1-,-517.385107
Mo1Ag1-,-215.091693
Cr1Ti1N1,-1948.722921
Cr1Ti1N2,-2003.567026
Cu1Ni1S1O1-,-3622.520401
Re1Pd1S1N1,-659.200847
Ni1W1-,-1575.346625
Re1Y1S2,-913.163862
Pt1Ir1N2+,-332.912727
La1Sc1S1C1,-1228.669276
Mo1Zr1O1N1+,-245.0879
Y1Co1N1C1-,-1514.049897
Pt1Pd1C2-,-323.399166
Mn1Cr1C2+,-2271.450245
Hf1Mn1N1+,-1253.554943
Zr1Cu1S1N1+,-2140.402255
Hf1Mn1N1-,-1253.803896
Mn1Cr1C2-,-2271.701711
Tc1Mn1O2-,-1382.456682
Pt1Zn1S1-,-2297.036082
La1Zn1S2+,-2607.364807
Co2-,-2765.576688
Zn1Ag1+,-1926.090793
Pt1Ti1O1C1,-1082.201161
Re1Y1N1C1,-209.461636
Os1V1O1C1+,-1147.835048
Cd1Co1O1N1+,-1680.293516
Tc1Mo1S1O1,-622.55089
Cd1Co1O1N1-,-1680.577969
Pt1Mo1C2,-263.633186
Pt1Mo1C1,-225.522245
Os1Hf1S2,-935.235156
Re1Zn1O2+,-2007.978813
Fe1Sc1S1C1+,-2460.591634
Ru1Tc1S2,-972.206067
Ag1Ti1S1N1,-1449.466115
Hf1La1O1N1,-209.742898
Fe1Sc1S1C1-,-2460.858581
Tc1Mn1S1O1-,-1705.453678
Hf1La1N2-,-189.226334
Re1W1O1+,-220.335043
Re1Ta1O1-,-210.558817
Tc1Mn1S1O1+,-1705.148455
Hf1La1N2+,-189.007987
Re1W1O1-,-220.624795
Ni1Co1S1O1,-3364.745102
Ru1Y1O1C1+,-246.377041
Tc1Cr1C1,-1163.316831
Ru1Ti1C2,-1020.527374
Ru1Ti1C1,-982.393467
Tc1Cr1S1N1-,-1578.404914
Tc1Cr1S1N1+,-1578.090729
Pd1V1O1C1,-1185.255313
Cr1Cd1,-1212.182721
Tc1Ti1S1C1,-1366.627197
V1Sc1O2-,-1855.422933
Ag1Tc1O1C1+,-340.83966
Pt1V1O1N1,-1193.42887
Tc1Nb1O2+,-288.08993
Mo1Cr1C2+,-1188.562783
Mo1Cr1C2-,-1188.852074
Tc1Mn1O2,-1382.39986
Sc1Ti1,-1610.060904
Cd1Rh1S1C1,-714.575723
Ru1V1S1N1,-1491.944222
Tc1Mn1O1,-1307.060616
Pt1Co1S1N1,-1955.171586
Pd1Co1S1,-1908.949523
Au1Y1N1C1,-266.94546
Zn2N1-,-3613.50199
Ir1Ag1S1C1,-687.616363
W1Mo1S1N1+,-588.054095
Hf1Fe1O1C1,-1425.106974
Cd1Ni1C2+,-1751.923298
Mo1Cu1S1-,-2107.017743
Mo1Cu1S1+,-2106.713155
Ru1Mn1N1+,-1300.413279
Cd1Ni1C2-,-1752.240969
Hf1Y1O2+,-236.804831
Ag1Tc1O1C1-,-341.164726
Cu1Ni1S1C1,-3585.242162
Hf1Y1O2-,-237.046776
Zr1Rh1+,-157.315777
Co1Fe1N2-,-2756.144373
Co1Fe1N2+,-2755.885132
Nb1Ti1S1C1,-1342.781105
Fe1Mn1O1N1-,-2544.879536
Cd1Cr1O1N1,-1342.232991
Y1Co1S1N1-,-1874.253374
Ag1Fe1S1+,-1808.694988
Ta1Ti1C2,-982.586363
Pd1Mo1C2,-272.169038
Pd1Mo1C1,-234.058252
Hg1Ru1O1N1,-378.357986
Zr1Fe1N2-,-1420.395434
Mn1Ti1N1C1-,-2093.399224
Au1Ru1S1O1,-704.122709
Ru1Y1S1N1+,-586.041658
Mo1Cr1S2+,-1908.992945
Hg1Cu1O1-,-1869.279616
Mo1Cr1S2-,-1909.300748
Hg1Cu1O1+,-1868.932531
Ag1Ta1,-203.808775
W1Nb1S1C1-,-560.410698
Pt1Ag1C2,-342.385091
Pt1Ag1C1,-304.29606
Os1Mn1S1C1-,-1678.117895
Au1Tc1O1N1,-346.576456
W1Mn1S1,-1616.337931
W1Mn1S2,-2014.665322
Zn1Sc1O1N1,-2670.163712
W1Ti1C1,-954.537234
W1Ti1C2,-992.679427
Y1Co1N1C1+,-1513.80496
Mo1Nb1N1,-179.883664
Hf1Rh1S1C1,-594.85898
Re1Co1C1-,-1499.151438
W1Co1O2,-1600.508732
V1Ti1O2,-1944.132247
Re1Co1C1+,-1498.8272
Ta1Hf1O2+,-255.391145
Pt1Nb1O2,-326.920285
Pt1Nb1O1,-251.606436
Pd1Cu1N1C1,-1861.326498
Tc1Fe1N1C1+,-1437.14513
Ta1Hf1O2-,-255.645959
Re1Mo1O1,-221.690003
Y1Co1S1N1+,-1873.979525
Re1Mo1O2,-297.02718
Tc1Co1N2-,-1573.191082
Zr1Ti1S1+,-1294.51317
Ta1Mn1S1N1-,-1661.163459
W1Ti1S2,-1713.123226
Au1Rh1N1C1,-339.114065
Cd1Tc1O1C1,-361.863903
Pd1Ru1N1C1,-315.597645
Au1Y1S1C1+,-610.125485
Zn1Mn1O1N1+,-3060.210615
Ag1Mo1S1O1,-688.703504
Re1Cu1S1,-2117.047262
Ta2N1-,-168.733466
Ta1V1S1O1+,-1474.379233
Zr1Sc1N1-,-862.522219
Sc1Fe1,-2024.413946
Mn1Cr1O2-,-2346.177372
Ta1Ru1O1N1,-281.957957
Zr1Zn1C2+,-1902.284979
Zn1V1S2,-3519.976243
Zn1V1S2+,-3519.719576
Pt1Y1S1N1,-610.68788
Hf1Cu1N1C1-,-1781.425478
Hf1Cu1N1C1+,-1781.148635
Hg2N2,-416.534025
Mn1Cr1O2+,-2345.891653
Hf1Nb1O1+,-179.965992
Pt1Cd1S1C1+,-723.115146
Hf1Nb1O1-,-180.212391
Ag1Co1O1C1,-1643.161132
Re1Rh1S1N1+,-641.584533
Ir1Pt1-,-223.661595
Ir1Pt1+,-223.304895
W1Rh1S1N1+,-630.384534
Zr1Y1O1N1,-215.502512
Tc1Fe1S1,-1742.774606
Re1Ag1C2,-301.312984
Ir1Mn1N1C1+,-1347.999257
Hg1Zn1N1-,-1987.565134
Hg1Zn1N1+,-1987.259791
W1Fe1O1N1-,-1460.964479
Ir1Mn1N1C1-,-1348.322974
Ir1Zr1S1N1+,-604.176249
Os1Ti1S1O1-,-1413.807652
Os1Ti1S1O1+,-1413.480027
W1Co1S1-,-1848.157965
Re1Mo1S1-,-544.729652
W1Fe1O1N1+,-1460.652939
Mn1Pt1-,-1270.402382
Ir1Nb1N1+,-215.789496
Ru1Mo1O1,-238.319173
Pt1Y1C1-,-195.720665
Zr1V1N2,-1100.658702
Ru1Ti1S1N1,-1397.419487
La1Zn1S1+,-2209.044633
Pt1Y1C1+,-195.456096
Ru1Y1C1,-171.235436
Ir1Co1O2+,-1637.395058
Au1W1S1N1,-655.852156
Ir1Zn1S1C1-,-2320.139017
Ir1Zn1S1C1+,-2319.806423
Ir1Co1O2-,-1637.766288
Pt2O1-,-313.925045
Zr1Cr1C1+,-1129.294912
Zr1Mn1S1O1,-1671.684239
Re1Rh1N1C1,-281.653195
Pt2O1+,-313.549272
Re2S1C1-,-592.937698
Tc1Cu1N2-,-1830.936744
Tc1Cu1N2+,-1830.641581
Os1Ag1C1-,-275.701499
Ir1Co1S1O1-,-1960.765177
Nb1Cu1C2+,-1773.373373
Rh1Co1N1C1+,-1585.963653
Pt1Tc1S1N1+,-652.891166
V1Sc1S1,-2102.98202
Os1Ag1C1+,-275.370993
Ir1Co1S1O1+,-1960.405884
Zr1Cu1S1C1-,-2123.933131
Hf1Y1N1,-141.0449
Hf1Y1N2,-195.924166
Zn1V1N1,-2778.149854
Zr1Cu1S1C1+,-2123.659279
Pt1Ag1S2-,-1062.876295
Ru1Co1S2+,-2273.970385
Au1Fe1O1C1-,-1512.935953
Ta1Pd1S2,-981.441183
Mo1Fe1N2+,-1441.254132
Au1Fe1O1C1+,-1512.59206
W1Zn1C2+,-1922.27898
Mo1Zr1S1N1+,-568.074565
Pt1Mn1N2+,-1379.690543
Mo1Fe1N2-,-1441.534632
Hg1Nb1N2+,-319.683803
Ni1Co1O1N1-,-3021.253298
Nb1V1C1-,-1039.001908
Ni1Co1O1N1+,-3020.9415
Nb1V1C1+,-1038.736249
Pt1Pd1S1+,-645.15879
Hg1Nb1N2-,-319.987921
Re1W1N1-,-200.106226
W1La1O1-,-173.920521
Pd1Mn1S1N1,-1731.941193
Pd1Y1N1C1,-259.105902
Nb1Sc1S1O1,-1291.297626
Zr1Co1O1C1-,-1543.241405
Hg1Hf1O2-,-352.138934
W1Zr1S1+,-512.095005
V2O1C1,-2001.404196
Cd1Ag1O1+,-389.576446
Cd1Ag1O1-,-389.90049
Hg1Hf1O2+,-351.790353
La1Cd1S2-,-995.923491
Pd1Cr1S1N1,-1625.410353
Zr1Mn1S1N1-,-1651.200772
Ru1Cr1O1N1,-1269.410401
Os1Zn1C2,-1946.161497
Pt1Os1S1,-608.228675
Ir1Mn1S1-,-1653.673716
Os1Re1S1O1+,-642.222557
La1Tc1O1C1,-225.756556
Os1Re1S1O1-,-642.591316
Ir1Mn1S1+,-1653.369897
W1Rh1O1N1+,-307.402285
Y1Ni1C2+,-1622.632351
Nb1Ag1-,-203.825742
Sc1Os1,-851.347839
Pd1Ti1S1N1,-1430.402407
La1Zr1S1N1-,-531.774182
Y1V1S2,-1778.927504
Hf1Ru1S1N1-,-595.987612
V1Ti1C1,-1831.482293
Os1Ru1O1N1+,-315.282828
Ru1Tc1O2+,-325.922881
Os1Ru1O1N1-,-315.663985
Ru1Tc1O2-,-326.304361
Zr1Sc1C1-,-845.763678
Zr1Zn1N1C1-,-1919.287779
La1Zr1S1N1+,-531.560545
Tc1Fe1S1C1,-1780.885279
La1Ti1S1N1-,-1334.210602
La1Nb1O1C1,-201.936216
Nb1Cu1S1-,-2095.791062
Co1Ta1-,-1439.725283
Nb1Cu1S1+,-2095.495055
Ag1Y1O1N1,-315.267036
Ag1Zr1N2,-303.495876
Nb1V1S1C1,-1437.32233
Mn1Pd1-,-1278.92378
Ta1Pd1S1,-583.119893
Mn1Pd1+,-1278.644811
Pt1La1O2-,-301.559336
Ir1La1C1,-173.978967
Au1Co1S1N1,-1971.549471
Os1Ni1N1C1,-1691.886929
Cr1Tc1,-1125.214436
Ta1Co1O2-,-1590.496202
Re1Co1O1,-1536.333426
Ta1Co1O2+,-1590.187787
Cu1Ti1N2,-2599.566492
Cu1Ti1N1,-2544.77064
Sc2N2+,-1630.837129
La1Cu1N1C1,-1765.013285
Sc2N2-,-1631.060352
Ta1Sc1N2-,-927.393296
Zn1V1N1C1+,-2816.024341
Hf1Ti1N1C1,-990.33279
Cd1Ni1N1C1-,-1769.017562
Ni1Fe1O1N1-,-2902.202493
Ta2S1+,-511.962235
Cd1Ni1N1C1+,-1768.68942
Os1Mn1C2,-1317.841219
Hg1Rh1N2+,-373.311123
Hg1Rh1N2-,-373.625012
Ta1Mo1N1-,-179.946237
Ta1Sc1S1O1-,-1291.367812
Nb2O1C1,-227.2741
Rh1Co1S2-,-2289.979937
Rh1Co1S2+,-2289.625849
Zr1Co1S1-,-1828.142318
Pt1La1N1-,-205.70642
Hf1Sc1N1C1,-901.553274
Ta1Mo1N1C1+,-217.797054
Zn1V1S1,-3121.655862
Ta1Mo1N1C1-,-218.069452
Hg1Re1N1+,-286.210169
W1Ta1N1+,-178.541785
Hf1Ti1S1C1,-1333.817925
Ir1Ni1O1N1,-1742.726711
Rh2S1C1,-657.40698
Re1Y1N1,-171.332976
W1Ta1N1-,-178.824816
La1Cd1C1-,-237.279733
Y2S2+,-873.053133
W1Zn1C2-,-1922.592152
La1Cd1C1+,-237.04402
Hf1Zn1S2-,-2624.020757
Zn1V1O1C1,-2836.75775
Au1Zn1S1N1,-2368.101567
Zr1Ti1C1,-934.483042
Hf1Zn1S2+,-2623.708802
Cr1Cd1-,-1212.195285
Hg1Re1N1C1+,-324.301167
Pt1Pd1S1-,-645.514703
Hg1Nb1O1N1,-340.488519
Pd2N1C1-,-348.700339
Cr1Cd1+,-1211.9561
Hg1Re1N1C1-,-324.620044
Pt1Cd1N1,-341.737957
Pt1Ta1C2,-252.456249
Y2O1,-151.915402
Ti1Rh1-,-960.014066
Pt1Pd1S1N1,-700.190367
Ag1Ni1N1C1+,-1747.946838
La1Co1O1N1+,-1544.287106
La1Co1O1N1-,-1544.518399
Au1Hf1C1-,-221.741159
Ag1Ni1N1C1-,-1748.282944
Pd1Sc1S2,-1685.18898
Mn2O2-,-2452.691902
La1Mn1C2+,-1258.553966
Tc1Co1N1C1,-1556.449762
La1Mn1C2-,-1258.784357
Pd1Sc1S2+,-1684.930761
Au1Ag1O1C1+,-395.767541
Au1Hf1C1+,-221.426522
Zr1Fe1O1N1-,-1440.921649
Pd1Zn1N1C1,-2000.156364
Tc2N1C1+,-254.174761
Au1Ag1O1C1-,-396.09835
Hg1Cu1S1O1,-2267.497551
Sc1Ni1+,-2268.843084
Pd1Mo1S1C1-,-632.429487
W1Ti1N1+,-971.051537
Pt1La1C1,-188.944519
Cr1V1O1+,-2063.583994
Au1Tc1O1C1+,-329.604602
Hg1Au1C2-,-365.364614
Au1Tc1O1C1-,-329.967493
W1Ti1N1-,-971.31435
Fe1Ti1O1N1+,-2243.103822
Fe1Ti1O1N1-,-2243.35574
Ru1W1+,-161.637821
Ag2O2,-444.295296
Ni1V1S2-,-3249.026155
Ag2O1,-369.081629
Pd1Cr1S2,-1968.9369
Re1Nb1N1,-189.963897
Ni1V1S2+,-3248.707135
Cu1Ag1,-1787.4913
Pd1Zr1C2,-251.033933
Pd1Zr1C1,-212.882688
Zn1Mn1S2,-3726.996161
Y1Sc1S1N1,-1252.16226
Ta1Tc1O2+,-288.130278
Zn1Sc1C2,-2616.230503
Tc1Cu1S2+,-2517.626731
Ta1Tc1O2-,-288.434149
Pd1Nb1S1C1-,-621.198529
Rh1Sc1S1C1+,-1307.384951
Cd1Zr1N2+,-324.019533
Rh1Sc1S1C1-,-1307.657777
Cd1Zr1N2-,-324.276584
Pd1Nb1S1C1+,-620.895746
Au1Re1S1C1,-650.297061
Pt1Sc1S1O1+,-1353.388322
Hf1Mo1S1N1+,-569.032043
Au1Sc1O2-,-1047.103509
Au1Sc1O2+,-1046.743564
Pt1Sc1S1O1-,-1353.742814
Hf1Mo1S1N1-,-569.299985
Au1Ru1N1C1+,-323.162712
Re1Pt1,-197.544061
Au1Ru1N1C1-,-323.542995
Au1Tc1S1,-614.747711
Au1Tc1S2,-1013.048395
Ta1Ag1N2,-313.442907
Ta1Pt1+,-176.010169
Mo1V1N1-,-1066.977421
Co1Cr1O1C1,-2540.687987
Mo1V1N1+,-1066.711487
W1V1O1C1,-1124.440836
Ta1Pt1-,-176.302865
Mn1Ti1S1O1+,-2473.907167
Ir1Zn1C1,-1921.78468
Pt1Re1O1+,-272.587109
Hg1Au1S2+,-1085.373968
Hg1Au1S2-,-1085.748001
Re1Ta1C2,-211.385857
Re1Ta1C1,-173.279183
Rh2N1+,-275.553985
Pd1Co1S1O1-,-1984.300281
Tc1Ti1N1,-985.029091
Mo1Zr1O2+,-265.604596
Pd2S2,-1052.259995
Mo1Zr1O2-,-265.861878
Tc1Ti1S1C1-,-1366.680088
Re1Ag1N1-,-280.013267
Rh1Ni1O2+,-1769.114963
Re1Ag1N1+,-279.698943
Ru2+,-189.412874
Ru1Mo1C2-,-239.240777
W1Mn1O2-,-1368.770256
W1Mn1O2+,-1368.468089
Hg1Fe1S1C1,-1853.529611
Y1Ir1-,-142.670181
Y2S2-,-873.28986
Cd1Co1C2+,-1626.378831
Mo1Ti1N2,-1027.247791
Mo1Ti1N1,-972.404504
Ta1La1C2+,-164.479194
Cd1Co1C2-,-1626.688418
Pt1Hf1O1,-242.664153
Pd2N1+,-310.172251
W1Ag1C2,-290.082884
Pd2N1-,-310.507406
Re1Ti1S1C1,-1364.110389
Co1Sc1N2+,-2252.865479
Ag2S1N1+,-746.576901
Cr1Ta1,-1101.379842
W1Mn1O1,-1293.35106
La1Y1N2+,-179.26532
La1Y1N2-,-179.465873
Ag2S1N1-,-746.917624
Rh1Sc1N1C1+,-963.962323
Fe1V1O1C1+,-2320.898121
Re1V1S1O1+,-1495.616598
Ta1Zr1N1+,-158.525281
Nb1Fe1N2+,-1430.049902
Mo1Co1S1N1-,-1904.117579
Nb1Fe1N2-,-1430.312961
Fe1V1O1C1-,-2321.150904
Ni1Co1S1N1+,-3343.938967
Zr1Mn1O1N1-,-1328.217767
Ag1Co1S1+,-1927.753638
Os1Mo1S2,-955.389542
Ag1Co1S1-,-1928.081086
Tc1Fe1S1C1-,-1780.942158
Ni1Co1S1N1-,-3344.289371
Zr1Y1C2+,-161.246697
Cd1Pd1C2,-371.681734
Cd1Pd1C1,-333.564028
W1Ti1O1,-991.800695
Zn2S2+,-4355.023055
Ir1Cd1O2-,-422.675851
Ru1Os1,-185.457243
Au1Mo1S1O1,-677.498544
Ir1Cd1O2+,-422.289759
Cu1Zr1-,-1687.499033
Mo1Zn1N1C1-,-1940.467663
Re1Co1S2-,-2257.710879
Au1Mn1S1+,-1684.755044
Au1Mn1S1-,-1685.117925
Cu1Zr1+,-1687.256308
Mo1Zn1N1C1+,-1940.169815
Ir1Ag1O1-,-326.564194
Rh1Tc1O1N1+,-321.083874
La1W1,-98.524452
Rh1Tc1O1N1-,-321.43737
W1Zn1C2,-1922.527391
Ir1Ag1O1+,-326.206689
Hf1Ru1O1N1,-272.941636
Cd1V1S1O1+,-1585.035902
Fe1W1-,-1330.737747
Cd1V1S1O1-,-1585.372729
Fe1W1+,-1330.495474
La1Cr1N2+,-1185.418325
W1Zr1N1+,-168.599101
Cd1Co1S2+,-2346.770347
Rh1Ni1S1C1-,-2055.313984
Y1Rh1+,-148.617421
Re1W1S1O1,-618.916158
Cd1Co1S2-,-2347.127315
Rh1Ni1S1C1+,-2054.984197
Hg1Au1O1N1,-419.170852
Zn1V1O2-,-2874.072181
W1Tc1N1C1,-240.699857
Cu1Zr1,-1687.475157
W1Cu1N1C1,-1800.449868
Ni2S1-,-3415.01434
Hg1Zr1S1N1,-653.507589
Pd1Ni1O1C1+,-1749.386006
Os1Co1S2-,-2270.098587
Os1Co1S2+,-2269.760179
Ru1Zn1C1-,-1912.349224
Re1Tc1O1N1,-289.118557
Y1Mn1O1N1,-1319.456385
La1Fe1O1N1,-1425.437292
La1Cr1S1+,-1474.151233
Cd1Mo1S2+,-1032.165338
Cd1Mo1S2-,-1032.50197
W1Mn1N1C1+,-1310.721195
La1Cr1S1-,-1474.377148
Ir1Mo1O2,-323.11953
Hg1Ag1S1+,-698.348375
Ir1Mo1O1,-247.792489
Hg1Ag1S1-,-698.697609
Ir2C1-,-246.764953
Mn1V1S1O1-,-2568.702922
Rh1Ti1N1C1,-1052.915603
Ir2C1+,-246.426358
Re1W1S1-,-543.599278
La2S1C1,-499.525249
Rh1Cu1S2-,-2547.708424
Y1Sc1S1-,-1197.305763
Re1W1S1+,-543.320308
La1Pd1O1-,-234.812288
Pd2O1N1-,-385.784054
Zr1Ti1O1,-971.754254
Fe2,-2527.436063
La1Co1S1,-1812.680559
Ag1Cr1O1N1,-1321.466242
Au1Os1S1N1,-679.436842
Ni1Sc1O1N1+,-2398.937976
Ta1Pd1C2-,-261.037013
Pt1Cd1C2-,-363.2262
Rh1Ti1O1C1-,-1073.433824
Pt1Cd1C2+,-362.845963
Rh1Ti1O1C1+,-1073.166241
Ni1Sc1O1N1-,-2399.196174
Re1Rh1S1O1+,-662.096274
La2O1-,-138.471951
Ru1Zn1O1C1-,-1987.697532
Nb2+,-113.562827
Ta1Ni1S1C1,-2001.676519
Mn1V1S1O1+,-2568.423126
La2O1+,-138.284316
Re1Fe1N1C1+,-1434.614014
Ag1Cu1N1,-1842.183131
Ag1Cu1N2,-1897.093388
Ir1Mo1S1,-570.76121
Mo1Sc1C1-,-866.939827
Rh1Cr1O1C1-,-1268.470303
Pt1Cr1S1,-1562.09891
Ir1V1S1C1,-1484.693717
Ag1Pd1S1+,-672.776586
Hg2S2-,-1103.4676
Hg2S2+,-1103.113081
Pd1Nb1S1-,-583.138218
Cu1Ti1S1O1+,-2963.395057
Pt1Ni1N1C1+,-1720.301643
Ta1Ru1C2+,-227.779974
Rh1Mn1O1N1,-1391.595873
Ti1Rh1+,-959.751946
Pd1V1C2+,-1147.776855
Pt1Ni1N1C1-,-1720.673825
Ru1Pd1-,-222.717496
La1Cr1C1+,-1113.896008
Os1Sc1N1C1-,-944.334133
Mo1Ni1S1C1-,-2012.934565
La1Cr1C1-,-1114.110893
Os1Sc1N1C1+,-944.065593
Au1Mn1N1C1+,-1379.381434
Rh1Mo1S1N1+,-631.502264
Cd1Ti1O1N1-,-1147.286852
Cd1Ti1O1N1+,-1146.986583
Au1Mn1N1C1-,-1379.734678
Rh1Mo1S1N1-,-631.839407
Ag1Zn1S1C1-,-2362.672742
Au1Ir1O1C1,-353.447302
W1Pd1S1N1+,-647.714648
Hf1Co1O1C1,-1544.159399
Ag1Pd1S1-,-673.120886
Ag1Zn1S1C1+,-2362.413762
Pd1Ti1C2,-1053.495298
W1Cd1O1C1+,-347.852922
La1Nb1S2,-885.131677
Ta1Rh1O1-,-242.891158
Rh1Pt1-,-229.85499
Pt1Ti1C1-,-1006.863
Pd1Y1O2-,-316.826959
Nb1Zn1N1C1-,-1929.223816
Rh1Mo1O1C1-,-292.121151
Y1Zn1S2,-2614.289781
Rh1Mo1O1C1+,-291.826393
Pt1Nb1O1N1+,-306.093623
Mo1Co1O1-,-1526.291696
Nb1Zn1N1C1+,-1928.918779
Ta1Nb1S1C1+,-550.057447
Cu2N1C1,-3373.977813
Pt1Tc1C1+,-237.888571
Nb1Zn1S1C1,-2272.642295
Ta1Nb1S1C1-,-550.334902
Os1V1S2-,-1831.318336
Os1Cr1O1N1+,-1264.967083
Cr1Ag1+,-1191.164132
Cr1Ag1-,-1191.450534
Os1V1S2+,-1830.984309
Pt1Tc1C1-,-238.215163
La1Mo1N2+,-209.182235
Hf1Cd1N1C1,-308.515715
Hg2C2-,-383.077556
Hg2C2+,-382.713993
Pd1Nb1C1-,-222.859489
Ru1Co1C2-,-1553.879843
Cd1V1S2+,-1908.009534
