cluster,EZPE
Mn2Cr1S2,-4143.201489
Cd3S3-,-1697.992186
Mn2Cr1S1,-3744.860917
Cd3S3+,-1697.596951
Ir1Hf2O1C1-,-313.8621
La1Pd1Co1S1N1C1-,-2033.63112
Cd1Tc1Zn1S1N2-,-2535.820998
Re2Au1-,-292.274577
Au2Y1S2N1-,-1161.204938
Pt1Co1Ti1S2+,-3148.043627
Re2Au1+,-291.960692
Cu1Ni1Co1N2C1,-4679.458982
Nb1Y1Fe1C1-,-1397.098622
Ir1Pd2O2N1,-565.412385
W2Pd1N1C2,-393.010003
Co1Zn1Mo1+,-3230.102607
Pt1Ru1Y1S1O2-,-801.565831
Os1Cd1Ru1N1C2+,-483.995719
Ir1Rh1Zr1S3+,-1456.606764
Au2Co1S1O2-,-2203.161547
Au1Pd1Ru1S3-,-1553.415311
V2Hf1-,-1935.937306
Os1La1Y1S2N1,-1012.080766
Cd2Hf1-,-383.341541
Cu1Sc2O3-,-3388.115882
Cd2Hf1+,-383.095209
Cd2Zn1C2,-2190.938473
Cd2Zn1C1,-2152.775942
Hg1Nb2C3,-381.637877
Os1Zr1Fe1O2N1+,-1606.726545
Hg1Nb2C1,-305.391691
Mo1Y1Ni1N1-,-1669.700063
Ti3S1O1-,-3022.093279
Hf1Mo2S1O1,-658.014336
Hf1Mo2S1O2,-733.375943
Pd2Ti1N2C1,-1252.968902
Hg1Co1V1S1O1C1-,-2992.07604
Hg1W1Mn1O1C2+,-1522.830141
Re2Ni1N3-,-1829.412063
La2Ti1O2N1,-1118.231722
Ir1Zn1Cu1S1C2+,-3998.495364
Os1Ni1Fe1O3-,-3088.817575
Pt1Rh1Y1S1N1-,-721.375876
Os1Ni1Fe1O3+,-3088.459853
Tc1Ti2O1,-1855.119302
Tc1Ti2O2,-1930.443731
W1Au1Hg1,-356.194659
Ru2Zr1O2N1,-442.249965
Ru1Ti2O1C2-,-1945.466069
Ta1Nb1Co1S1N2-,-2004.815326
Cr2Ni1+,-3597.138293
Cr2Ni1-,-3597.359377
Hf1Ag1Zr1S1O2+,-790.795983
Ir1Y2S1O2,-730.030628
Re1Hf1Nb1S1N1C1+,-674.283653
La1Sc2S1O1,-2026.690131
Pd1Mo1V1O1N2,-1325.05227
Re1Co1Mn1O1C1,-2725.527207
Hg1Nb1Fe1O1C2-,-1625.750077
Cd1Ru1Cu1O3,-2128.99255
Ru1Y1Cr1S2+,-1974.134916
W1Ta1Zr1S1O1C1,-682.875736
La1Zr1Fe1S1O1+,-1815.885133
Hg1Pt1W1N1C2-,-470.922716
Ag1Cu1Sc1N2C1-,-2696.017341
W1Zr1V1S1O2,-1607.152744
Pt2Cu1N1C1,-1972.136006
Pt2W1N3-,-470.256488
Os1Ru1Y1O2+,-374.309023
Hg1Ir1Mo1N1C1-,-418.951986
Hg1Ir1Mo1N1C1+,-418.630782
Ir2Ag1C2+,-431.562678
Os1Zr1V1O3-,-1307.848514
Cu1Ag2+,-1934.23237
Cu1Ag2-,-1934.518774
Zn2Co1S1C2+,-5415.817042
Sc1Zr2+,-854.440176
Fe2Au1,-2663.216679
Sc1Zr2-,-854.654208
Au1Mo1Y1O1N1C1-,-410.550011
Au1Re1Ag1S2O1+,-1232.604765
W1La1Ti1S1C1-,-1384.57994
Ta1Pd1Rh1N2+,-404.788293
Pt1Mo1Ni1C2-,-1772.15264
Ta2Ti1S2O1,-1835.461156
Pt1Cd1Sc1S2N1-,-1899.215165
Hf1Pd1Mn1N2C1,-1474.677128
Au1Mo2S2O1,-1144.032471
Rh1Ni1Ti1N1C2+,-2599.187982
Ta3S1N2-,-679.018191
Zr2Mn1S2O1,-2117.109681
Re1Ta1Sc1N1-,-950.842649
Au1Pt1Fe1S1N2+,-2026.461712
Pt1Re1Ru1N2+,-401.823076
Co3S1C1,-4584.842379
Rh2Nb1O2C1+,-466.590396
Ir1Re1V1C1,-1164.724106
Os1Mn2S1N1,-2845.858072
Os1Mn2S1N2,-2900.678859
Cu3O1+,-4996.701612
Hg1Ta1Tc1O1N1C1+,-459.259715
Cu3O1-,-4996.974312
W1Y1Cr1O1N1C1-,-1318.21206
Ir1W1Tc1S3,-1447.14413
La1Zn1V1S2O1-,-3627.038006
Pd1Ru1Cu1N1C2-,-1994.41134
Mo1Cu1Mn1S2C1-,-3694.552449
Ni2Ru1,-3111.575171
W1Sc2S1C1,-2024.925906
Cd1Pd1Cr1O1C1+,-1453.279683
Pt1Hf1Sc1O1N1,-1058.305974
Rh1Cr1Sc1S1N2-,-2423.767246
Rh2Os1-,-311.748423
Rh2Os1+,-311.469065
Re1Ta1Co1N3-,-1682.589718
Pt1Ni1V1S2+,-3368.102673
W1Pd2N2,-432.408459
W1Pd2N1,-377.623545
Pt1Ni1V1S2-,-3368.446908
Cd1Nb1Y1S1-,-661.255339
Hf1Co2S2N1,-3665.09899
Ru1Co1Ti1N3,-2491.603075
W1Zn1Mn1C2+,-3073.432988
Tc1Cu2O3,-3587.83065
Tc1Cu2O2,-3512.532915
Tc1Cu2O1,-3437.182781
W1Rh1Cu1O2N1-,-2023.728411
Ir1Os1Y1S1O1N1-,-761.863529
La1Co1Cr1S2,-3255.552614
Ag2Cr1O1N2,-1523.288627
Zr1Re1Hg1+,-278.485239
Cd1Fe1V1N1C1,-2468.34852
W2Co1O2N1-,-1722.531118
Hg1V2O1N2,-2226.467713
Hg1V2O1N1,-2171.6364
Ti1Mo1Tc1,-998.404768
Mo2Nb1O2N1,-398.811551
Re2Ru1S2C1,-1086.132614
Hf1Nb1Ti1S1O1,-1428.082305
Hg1Zr2O2N1,-453.059285
Y1V2S2C1+,-2760.892128
Pt2Mo1S2,-1103.46214
V3S1O1+,-3305.482743
Au1Mn2S1,-2836.125865
V3S1O1-,-3305.728375
Au1Mn2S3,-3632.705142
Au1Mn2S2,-3234.417804
Pd3S1+,-781.651838
Os1Hf1Ag1S1N2-,-793.612082
Ir1V2O3,-2218.425904
Pt1Os1Mo1O1C1,-391.644239
Pt2Mo1S1,-705.159709
W1Mn2S2N1,-3220.592911
Re1Ni1V1S3,-3725.608319
Cd1Pd2S1-,-821.79724
Re1Nb1Ni1N2-,-1753.262556
Hf1La1Cd1N2C1+,-394.82961
Fe1Ni1Tc1,-2852.867281
Au1Zn1Cr1S1O2-,-3508.646034
Cu1Co1Ti1S1N2+,-4380.537426
Re1La1Zr1S2C1+,-991.463748
Co1V1Sc1S1N2,-3595.549497
W1Rh2S1O1,-761.808679
Hg1Os1Pd1S1O2,-920.934526
Re1V2S1C1-,-2402.765557
Tc1Mn2S1C2,-2857.364732
Zn2Ti1N2,-4517.847703
Zn2Ti1N3,-4572.632336
Zn2Ti1N1,-4463.020736
Pd3S1N2,-891.520076
Pd3S1N1,-836.637281
Os1W1Nb1N3,-379.139336
Re1Ag2S1N2,-880.041425
Rh1Nb1V1N1C2-,-1242.607999
Re1Ag2S1N1,-825.25885
La1V1Sc1O1C1+,-1849.599921
Cd1Y2O1C1,-357.742402
Mo2Sc1S1O1C1+,-1408.648745
Mo1Zr1Ti1S1C1+,-1400.892871
Hg1Ti2O1N1,-1982.579507
Ni2Ir1+,-3120.817609
Hg1Ti2O1N2,-2037.412758
Cd1Rh1Ni1O2C1,-1975.312758
Hg1Re1Ta1O2C1+,-477.239461
Ni2Ir1-,-3121.086286
Ir1Pd1Fe1S3-,-2690.97496
Re1Ru1Mo1C1-,-279.457737
W2Ti1N2C1,-1131.383267
Zr2Mn1O1N1C1+,-1413.1988
Hg1Re1V1C2,-1251.921564
La2Zr1O2C1,-299.053057
La1Ni1Sc1O1N1C1,-2468.988137
Pd1Zr1Ni1O2N1+,-1888.486407
W1Zr2N2C1,-308.912946
Cd1Rh1V1S1N1+,-1675.106485
Pd1Y1V1S1O2+,-1659.028685
Ru1Ti2O1N1+,-1923.830291
Re1W1Mo1N2,-323.128536
Au1Co1Sc1O2N1+,-2484.45923
Cr3S1C2+,-3607.787118
Pd1Fe1Ti1N1C1,-2334.04931
Re1Ru1Zn1N3-,-2116.994347
Cr3S1C2-,-3608.058562
Au1Pd1Cr1O1N1-,-1438.271314
Re1La1Tc1S1O1N1,-719.161244
Pt1Tc1Mo1N3-,-432.817681
Ir1Nb2N1C1,-311.192176
Tc1Mn2S1C1,-2819.258141
Pt2Sc1S2N1,-1850.817398
Os1Zr1Cu1O2N1,-1983.745017
Ta1Mo1Nb1O1N2-,-367.19066
Ir1Ru2S2N1,-1145.489784
Hg1Ni2O2C1,-3358.930309
Mo2Y1O1N2,-359.671099
La1Ru1Ni1N3-,-1799.290047
Mo1Y1Zn1O3,-2111.904464
Nb1Mn2S2O1,-3231.014543
Pt1Ta1Sc1O1C2+,-1088.446809
Hg1Cd1Co1N1C1-,-1796.961254
Rh1Mo2N2C1,-394.62648
Os1Tc1Zr1O1N1C1,-386.768924
Hg2Sc1O2C1,-1256.364375
Ir1Cd1Zn1S1O1C1+,-2562.916626
Os2Tc1O2C1,-450.860124
Pd1Ni1V1S2-,-3376.96312
Mo1Cu1Co1S1O2+,-3640.266953
Tc1Zr2N1C2,-305.926929
W1Hf1Ti1O2+,-1115.013994
Tc1Zr2N1C1,-267.796731
Au1Ru1Mo1N1+,-353.31995
W1La1Zr1S1C2+,-620.057246
W1Zr1Zn1S1O1C1,-2405.254937
Os1Ta1V1S1C2+,-1565.996774
Ta1Y1Ti1O1N1C1-,-1113.145422
Rh1Co1Fe1S1O1,-3230.720545
Ir1Ni1Ti1S1N1C1+,-2953.22459
Ir1Ni1Sc1O1C2+,-2524.773234
Zr2Y1O1N1C1-,-300.735323
Cd1Cu2O2C1,-3637.520329
Pd1Ni1Fe1N2-,-3009.665969
La1Rh1Fe1S2C1-,-2240.688188
Os1Fe1Sc1O2N1+,-2320.41473
Zr2Y1O1N1C1+,-300.521734
La1Mo1Ni1O1C1+,-1721.395073
Cu1Co2N1,-4460.960669
Au1Y2O1,-287.715602
Au1Y2O2,-363.127224
Cu1Co2N2,-4515.78365
Mo1Ni1V1C3+,-2634.654363
Fe2V1C2,-3547.70438
Pd2Fe1C2,-1595.702202
Pd2Fe1C1,-1557.583616
Fe2V1C1,-3509.577881
Ni2Fe1N1C1,-4373.416873
Ir1Os1Co1S1O1C1+,-2089.291628
Ni2Fe1N1C2,-4411.525951
Cd1Tc1Cu1O2N1+,-2094.193149
Hg1Ru1Cr1S1N1C1+,-1783.816126
Ta1Rh1Zn1S1O1N1-,-2475.463046
W1Pd1V1S1C2+,-1613.240516
Hg1Os1Re1C2,-398.574102
Au1Zn2O2C1-,-3883.282917
Zr1Fe2O1,-2649.852606
Au1W1V1N2,-1256.466448
Au1Pt1Os1S1O1,-819.324764
Re2Mn1S2N1-,-2159.110614
Os1W1Hf1O2C1+,-394.317372
Ru2Mn1N2C1-,-1488.57722
Tc1Co1Cr1N1C2,-2639.126675
Ru2Mn1N2C1+,-1488.263182
Mo1Mn1Ti1N2,-2178.324445
Os1Fe1Ti1O1N1+,-2333.82329
Co1Zn2+,-4941.380186
Ti1Sc2O1C2+,-2522.311219
Re1Cr1Sc1S1C1,-2319.91236
Co1Zn2-,-4941.614844
Ag2Ni1S1O1,-2275.794828
Au3N1C1-,-500.171971
Fe1Ti2O1C1,-3076.151138
Ir1Zn2O3+,-3888.692256
Hg1Cr2N2C1,-2390.192434
Co2Sc1N1,-3581.148292
Hf1Ru1Fe1S1O2+,-1955.398114
Co2Sc1N3,-3690.768234
Co2Sc1N2,-3635.956202
Hg2Sc1O1C1,-1181.014142
Au1Cu1V1S1,-3118.612779
Tc1La1Hf1+,-160.139108
Hg2Sc1O1C2,-1219.112677
W1Ta1Mn1S1C2,-1749.632681
Zr2Fe1S1N2,-1865.826674
Rh1Ni1Fe1N2C1,-3030.380578
Zr2Fe1S1N1,-1810.982555
Tc1Zr2N2C1,-322.646682
Hf1Cd1Pd1S1N2+,-851.245992
Ag1Y1Cr1O3-,-1455.835893
Pt1Cd1Cu1S1O2-,-2476.501116
Hg1Zr2S1N1,-700.652423
Rh1Cu1Sc1S1N1C1+,-3002.861133
Rh1Hf2,-206.483797
Os2Ni1O1,-1764.992118
Nb1Ti2N1,-1810.657091
Os2Ni1O3,-1915.634301
Os2Ni1O2,-1840.320766
Hf2Nb1C2,-229.106768
Pt2W1N1C1,-398.671816
Ag1Y1Ti1O1C1+,-1147.977828
V1Ti2S1C1,-3079.364521
V1Ti2S1C2,-3117.499252
Zn1Cu2S1N1+,-5513.272665
La1Cd1Cr1O1-,-1319.13308
Pt2Rh1O1C1+,-462.3526
Ir1Ag2N2C1,-545.910498
Ru1Y2O3,-397.55619
Cu1Co1Cr1N2C1-,-4215.655049
Au1Re1Fe1S1,-1876.026013
Cu1Co1Cr1N2C1+,-4215.345222
W1Tc1Zn1O2C1-,-2116.090146
Mo2Sc1O1,-972.41258
Hf1Ni2N1C2+,-3195.53135
Hf1Cr2N1C1+,-2229.665385
Mo2Sc1O2,-1047.762952
Ru1Y1Mn1O1N2+,-1468.98158
Os1Cu2S2O1,-4243.69492
Cd2Zn1O2N1,-2320.041198
Mo1Sc2S2N1,-2441.115465
Hf1Mn2O1,-2425.359833
Hf1Mn2O3,-2576.108582
Hf1Mn2O2,-2500.750941
Au1Ir1Ru1O3,-560.783353
Cd1Ru1Fe1C1+,-1564.176823
Os2Fe1S3,-2640.022613
Os2Fe1S2,-2241.689008
Mo2Cr1S2,-1977.484467
Mo2Cr1S1,-1579.151303
Au1Ru2S2C1,-1160.128558
Cr3S1O1N1,-3661.959062
W1Ag1Ru1O3-,-534.960414
Os1Rh1Tc1O1C1+,-395.153686
Pd1Y1Cr1O1C1+,-1323.938312
Os1Pd2O1N2,-531.300133
Os1Pd2O1N1,-476.52692
Au1W1Hf1S1N1C1+,-741.799739
Cd1Ti2O2C1,-2055.43269
Hf1Pd2O2N1,-509.156458
Ir1Os2S1N2+,-793.290897
Mo1Ni1V1S1N1C1-,-3011.874271
Ir1Os2S1N2-,-793.694687
Ta1Cd1Pd1S1C2,-827.060938
Ta1Hf1Tc1N1C2+,-316.638022
Ta1Pd1Ru1C1-,-317.87461
Ag1Ru2S1C2,-811.166804
Ag1Ru2S1C1,-773.064027
Zn3S2O1,-6210.074544
Mn2Os1,-2392.704223
Re1Rh2N2C1,-447.073145
Zn2Zr1,-3605.729283
Fe2Mn1O2N1,-3883.985715
Pt1Os2N1C1,-393.581043
Hf1Rh1Cu1S3-,-2994.139548
Pt1La1Cd1C3-,-432.972364
Hg1V2S1C1,-2477.877495
Hg1V2S1C2,-2515.98815
Os2La1O2,-363.604367
Fe3O2,-3941.889581
Fe3O3,-4017.227742
Fe3O1,-3866.552188
Au1Zr1Ti1O1C1,-1145.695366
Ir1Ni1Ti1S2O1,-3334.174428
Pt1Co1Sc1N1C1-,-2355.912076
Cu1Fe1Ti1O2C1+,-3942.306996
Os1Cd1Tc1O1N1-,-469.313807
W1Y1Cr1O1N2-,-1334.942234
Mn2Zn1-,-4081.449816
Fe1Cr2N1C2,-3483.761416
Fe1Cr2N1C1,-3445.661615
Mo1Fe2O2C1,-2784.425292
Mn2Zn1+,-4081.218959
Re1Zn1Mn1S1O2,-3557.667577
Cr2Zn1+,-3868.158789
Au1Os1La1O3+,-483.72847
Cu1Fe1Ti1S2O1-,-4625.843843
Cr2Zn1-,-3868.398583
Au1Os1La1O3-,-484.032126
Pt1Ta1Fe1O2N1+,-1645.319915
Pt2Ag1N1+,-440.103761
Tc1Rh1W1+,-258.157968
Hg1W1Ni1O1N2,-1913.834672
Ni1V2S1N2,-3904.375159
Ni1V2S1N1,-3849.541258
Ir1Ta1Ti1S1N2,-1518.811822
Re1W1Rh1S1O1N1-,-784.446536
Ir1Pd1Fe1S1C1+,-1932.105919
Co2Mn1C3,-4030.952177
Co2Mn1C2,-3992.846016
Co2Mn1C1,-3954.741582
Cu2Hf1,-3329.030812
Ni2Hg1,-3170.181312
Pt1Hf2S2,-1012.030976
Pt1Hf2S1,-613.652344
Pd1Ru1Sc1S2C1+,-1817.98192
Pt2Cr1S2C1,-2117.86234
Ir1Ag1Nb1O1C2+,-459.543413
Pt1Ta1La1N1C1-,-300.901278
Ir1Re1Tc1S2O1-,-1135.442964
Ta2Mo1S1O1,-655.822951
Ir1Cu1Ti1O1N2-,-2779.373579
Hf1Nb1Zn1S1N1+,-2337.25208
Hg1Ti2N1C1+,-1945.114217
Au1Ir1Hf1S1O1+,-761.435389
W1Ag1Co1S1C1,-2033.194946
Au1Ru1Mn1S2C1,-2216.320973
Os2Pd1S1N1+,-762.032532
Re1Mn2N1C1,-2473.232237
Re1Mn2N1C2,-2511.359951
Ta1Fe1Ti1S2O1+,-3042.014325
Ag1Tc2O1C2,-460.022081
Fe2W1,-2594.493537
Ta1Ni1V1S2N1-,-3360.919859
Hf2Fe1S1C1,-1796.144388
Tc1Y1Cu1S1C1-,-2196.126426
Ta1Fe1Mn1O2C1+,-2660.342567
Ta1Tc1Mn1O1N1-,-1419.018864
Hf2Cd1S1N1C1-,-754.955046
Pt1Os1Re1N3+,-452.413821
Cd1Ru1Y1S1N1,-753.996336
Hg1Nb1Fe1S1O1+,-1947.57765
Pd1Fe2S1N1,-3108.485713
Hg1Cd1V1N3+,-1429.348536
Au1Ta1Pd1C1-,-358.692388
Hf2Cd1N1C1,-356.574246
Hg2Hf1O2,-505.568131
Hg2Hf1O1,-430.237603
Re1Nb1Y1O1C2,-325.125423
Ru2Zr1O1N1,-366.916464
Ru2Zr1O1N2,-421.724672
Pt1Zr1Ti1S3+,-2210.598929
Zr1Cu1Ti1N1C1-,-2630.01671
Tc2Y1O3,-425.892027
Au1Y1Mn1N2-,-1434.76019
Pt1Cu2N1C1,-3493.371067
Hg1La2O1C1-,-330.067391
Pt1Cu2N1C2,-3531.452171
Hg1La1V1S2C1+,-1963.582575
Re1Nb2S2C1,-1026.932311
Pt2Cr1S1C1,-1719.584519
W1Mn1V1N2+,-2271.54422
Pt2Cr1S1C2,-1757.67501
W1Mn1V1N2-,-2271.78973
Hg1Re1Rh1S1O2,-891.236875
Ir1Fe1Ti1S1O1-,-2691.325774
Re1Rh1Zn1O3,-2194.205755
W1Nb1Y1S1-,-560.627781
Re1Rh1Zn1O1,-2043.510312
Nb1Ni2O1C1,-3187.118651
Ta3O3-,-397.076382
W1Rh2S2C1,-1122.878138
Y2Ni1O1C1-,-1698.491628
Os2Rh1S2C1,-1126.58545
Rh1Y2O2C1,-375.98747
Au2Ta1O2N1+,-533.55218
Ni2Rh1,-3127.251124
Re1Zr1Cu1S1O1C1-,-2277.681517
Au1Pd1Tc1S1N1C1-,-835.685577
Zn2Mn1S1N1C1-,-5201.107605
Mo1Zn2S2N1,-4478.364572
Ag2Re1,-372.093895
Tc1Zn1Cu1S1N1C1-,-3992.010916
Mo1Ti2S1O2,-2316.182321
Mo1Co1Ti1C1,-2338.545299
Ir1Hf1Sc1S1+,-1311.234412
Ir1Cu1V1S1+,-3086.978287
Os2Mo1O1N2,-434.465582
Ru1Cr2S1O1N1-,-2712.391768
Hf1Rh1Mn1C1+,-1347.432129
Ir1Rh2O2,-475.962912
Pd1Mo1Mn1S1C2-,-1821.675737
Au1Re1Ru1N2C1+,-456.324145
Pd1Tc2S1N1+,-742.296114
Au1Re1Ru1N2C1-,-456.684023
Nb1Cu1Cr1S1N1C1-,-3233.298807
Ir2Y1S1O1-,-720.696349
Pd1Ni2N2-,-3254.273148
Cu3+,-4921.450576
Cu3-,-4921.695786
Au1Tc1Ni1S2C1,-2559.566289
Ir1Re1Ag1C2+,-405.467631
Ag1Rh1Co1O1C2+,-1791.565216
Cd2Cr1O2C1,-1568.600215
Au1Ir1Ag1S1N2-,-894.971815
Rh1Tc1Y1C3,-343.963395
Mn3N3-,-3617.564013
Os3O1C2+,-423.282301
Hg1Pt1Mn1S2N1-,-2275.266437
Hf1La1Co1N1-,-1517.235213
Mn3N3+,-3617.288672
Pt2Rh1S2O1,-1221.027909
La1Fe1Mn1N1C2-,-2577.431884
Zr1Ni1Sc1S1N1C1+,-2807.175577
W1Ta1Ag1S2C1+,-1105.46645
Ru1Ni1Sc1S1N2+,-2871.702314
Cd2Ti1S2C1,-2019.50496
Cr1Rh2,-1265.553087
Cd1Nb1Zr1S1O1C1,-783.440223
Cd2Zn1N3-,-2279.182642
Os1Y1Mn1O1N2+,-1464.788886
Pt2Tc1S1C1,-755.839187
Ni1V2O1N1,-3526.556028
Pt2Tc1S1C2,-793.924035
Pt1Rh1Mo1S1N1C1+,-789.009032
Ti1Sc2S1N2+,-2878.761226
Hg1La1Mo1O2N1,-458.737665
La1Mo1Ni1S1C1+,-2044.364491
Ta1Zr1Ni1C2-,-1688.613763
Hg2Pd1O2C1,-623.511516
Fe1Ti2N2C1,-3110.473638
Os1Ag2S2N1+,-1235.673673
Ir1La1V1S1O2+,-1628.784051
Os1Ag2S2N1-,-1236.020953
Ir2Cu1O2N1,-2054.595146
Au1Pd1Zn1O2+,-2193.185528
La1Cu2O1,-3388.022064
La1Cu2O3,-3538.651011
La1Cu2O2,-3463.352396
Cd1Ni1Ti1C1,-2563.576664
W1Mo2C1,-241.523494
Ta2La1N1,-200.32049
W1Mo2C3,-317.733016
La1Ru1Tc1N1-,-262.087104
Re2Zn1S3,-3130.859211
W2Co1N1+,-1571.503487
Re1Nb2S1C1,-628.606883
W1Nb2O1C1,-294.399023
Cu2Fe1S2N1,-5396.229629
Os3S1N1C1-,-763.309052
Ru1Sc2S2C1,-2451.104298
Os3S1N1C1+,-762.939298
Ta1Ni1Cr1S1O2,-3158.884405
Hg1Ni2N1C1,-3263.123361
Ru1Nb1Cr1N1C1+,-1289.027114
Au1Re1Mo1S2O1+,-1153.855625
Ta2Cd1O2,-432.309331
Nb2Zn1S1N2-,-2401.33211
Ir1Tc2S1N2-,-773.929755
Ti2Sc1N1+,-2514.249287
Os1Ta1Zn1S2,-2723.678797
Pt2Mo1N1C1,-399.763884
Rh1Co1Sc1O1N1+,-2384.004419
Rh1V2S2C1,-2833.307087
Cu3N2,-5031.269347
Pt1Cr2S1N1,-2661.458954
Mo1Cr2S2N1,-3008.628019
Ag1V2S1O1,-2508.624883
Ru1Tc1Zr1N3-,-387.17809
Ag1V2S1O2,-2583.961658
Au1Hf1Ni1N1C1+,-1784.797692
Au1Ru1Cu1S1-,-2269.501329
Hf3S1O1C1,-655.766417
Zr1Fe1Cr1N3-,-2519.771397
Pd1Zn2C2-,-3762.900031
Cd1Zr2S1N2,-769.752765
Zr1Fe1Cr1N3+,-2519.515717
Zr1Cu1Mn1O1-,-2913.972734
Hf1Ti2O1,-1822.192545
Hf1Ti2O3,-1973.022521
Hf1Ti2O2,-1897.617907
Os1Re1Mn1S1C1-,-1756.456913
Hf2Cr1S2O1,-2012.496106
Ag1Zn1Sc1C2+,-2763.007553
Co3S1O1C1+,-4659.955317
Cd1Y2S2N1,-1095.784258
Hg2La1S2,-1135.086873
Hg2La1S3,-1533.342695
Ag2Zn1S1N1,-2526.286971
Hg2La1S1,-736.803127
Fe1Cr1Ti1S1O2+,-3706.518762
Ag2Co1S3+,-2871.260709
Ta1La1Ni1O1N1+,-1726.967594
Tc1Zr1Mn1S1N1C1+,-1769.896804
Ir1Ta1Fe1N1C2-,-1556.185743
Ru2Co1C3,-1686.860158
Os2Nb1O1,-313.612301
Os2Nb1O2,-388.947155
Hg1Ag1Zn1O2N1,-2285.093805
Pd1Tc2O1N1,-419.558585
Pd1Tc2O1N2,-474.369051
Ta1Ag1Sc1S2O1-,-1836.741627
Ir1Zr1Y1O3,-415.757816
Pd2Mo1O2C1,-512.679786
Rh1V1Ti1O3+,-2129.828993
Ir1Rh1Zr1S1O1C1+,-773.438562
Sc1Ta2,-874.566344
Os1Co1Fe1N1,-2792.028459
Zr1Ni1V1S3,-3694.406169
Au1Fe1Cr1N3+,-2608.156421
Pd1Zn1Ni1S2O1,-4287.491617
Os1Ni1Sc1S1-,-2758.120713
Hf1Ag1Y1S1N2+,-740.987813
Au1Cu1Ni1S1C1,-3721.041237
Re1Mn1V1O2N1+,-2378.581256
Cu1Co2S1+,-4804.256589
Re1Y2N1,-209.671431
Re1Y2N2,-264.523272
Mo1Nb1Mn1S1,-1674.454093
Os1Ru1V1N2+,-1238.923868
Au1Ir1Nb1S1N2-,-805.022499
Os1Nb1Cr1S1N2+,-1699.844635
Mo1V1Sc1C1+,-1810.780535
Pt2V1N1C2+,-1313.472496
Rh1Mo1Zn1C3-,-2072.43709
Pt1Re1Cu1S1O1-,-2311.89921
Cu2Fe1S2O1+,-5416.476591
Hg1Rh2S1N1C1+,-865.446781
Pt1Os1Rh1N2C1+,-467.977629
Au1Fe1Mn1C2+,-2626.465001
Os1La2S1C1,-590.307903
Re1Rh1Nb1O1,-321.074283
Au3S1,-805.394099
Pd1Ti2C2,-1903.016985
Pd1Ti2C1,-1864.904196
Au3S2,-1203.665847
Os1Ag1Rh1C1-,-386.278095
Zn3S1O1N1,-5866.492557
Ru1Tc1Y1N1C2-,-345.078937
W2Cu1O2,-1925.308821
W2Cu1O3,-2000.679135
W2Cu1O1,-1849.95315
Pd2Fe1N1C2,-1650.519453
Pd2Fe1N1C1,-1612.427445
Ir1Zn1V1S1C1,-3264.140444
Nb1Cu1V1O1C1+,-2754.73314
Hg1Mn1Sc1S1O1C1+,-2576.747543
Ir1Ta1Pd1O2C1-,-478.10544
Au1W1Ni1C1-,-1749.269251
Nb1Zn2S1C1-,-4052.137881
Tc1Fe2S2N1,-3459.729202
Co1Sc2O2N1,-3109.808114
Ta1Ru1Cr1O1N2-,-1381.417929
Re1Tc1Fe1O1N1-,-1553.011221
Re1Pd1Ti1O1N1C1-,-1223.966574
Os1Y2N1C1-,-260.278438
V1Ti2S1-,-3041.256203
Ta1Co1Mn1O1-,-2666.199103
Cr1Ti2S2N1,-3594.937129
Hf2Ti1N1C2,-1076.480256
Tc1Y1Fe1O1N1+,-1512.797781
Re1Tc1Fe1S1O1N1+,-1951.008082
Hf2Ti1N1C1,-1038.359635
Cd1Pd1Y1S3-,-1528.893267
Pt1Hf1Cd1O3+,-560.703997
Ta1Ru1Ti1O1C2+,-1152.718172
Ag1Nb1Y1O1C2,-393.760223
Hg2Ru1N3-,-566.227185
Ta1Cd1Zn1N1C2+,-2134.830778
Re2Cr1S1O1,-1674.675581
Ag1Zr1Sc1O1-,-1030.044262
Os1Ru1Y1C3,-338.195171
Cu2Fe1N1C2,-4675.855384
Hg1Re1Cd1N1C2+,-530.154618
W1Co1Mn1S2+,-3397.306247
Au1Ir1Pd1S2N1-,-1219.376805
Ag1Tc1Y1S2C1+,-1100.557596
Ru1Mo1Y1O1N2-,-386.421774
Au1Ir1V1N3,-1348.50721
La1Cd1Zr1C2,-322.444057
Y1Co2N3,-2968.363779
Y1Co2N2,-2913.548116
Y1Co2N1,-2858.735831
Ir1W1Fe1S1,-1833.468979
Os1Ag1Fe1C3+,-1615.392749
Hf2Rh1O2C1,-395.354266
Au1Ti2O1,-1910.009097
Hg1Ni1Fe1S1N1,-3378.6776
Au1Ti2O2,-1985.397551
Ir2Ti1N3,-1222.591837
Ir2Ti1N2,-1167.821804
Ir2Ti1N1,-1112.981531
Au1Pd1Cr1S1O1+,-1781.418861
Tc1V2S1O1,-2442.492507
Os1Ta1Zr1S1O2+,-743.543207
Os1Hf1Co1N1,-1576.285559
La1Co1Cr1O1C1,-2572.333648
Mo1Ti1Sc1C1+,-1716.24208
Re2Pd1N1C2,-415.427529
Hf1Ni1Fe1O1C1-,-2933.591675
Pt2Ag1S2,-1182.1614
Cr2Ti1S3,-4133.434955
Pt2Ag1S1,-783.886361
Tc2V1C2,-1181.806962
Fe3-,-3791.259599
Fe3+,-3791.018842
Ag1Zn1Cr1O1N2,-3155.765836
Nb1Y2N2C1,-281.336092
